property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_category,floor_category
flat,assotech blith,sector 99,0.92,6740.0,2,2,3+,Under Construction,1235.0,0,0,0,0,0,0,Medium,High Floor
house,independent,sector 26,16.0,35556.0,5,6,3,Old Property,4500.0,0,0,0,0,0,0,Low,Low Floor
flat,bptp terra,sector 37d,1.8,8215.0,4,3,3,Relatively New,2025.0,1,1,0,1,0,0,Medium,High Floor
flat,ansal height 86,sector 86,0.8,5882.0,2,2,0,Relatively New,1360.0,0,0,0,0,0,0,Low,Low Floor
house,independent,sector 9,0.6,10753.0,3,3,1,Relatively New,558.0,0,0,0,0,0,0,Low,Low Floor
house,independent,sector 43,27.5,24366.0,6,7,3+,Relatively New,11286.0,1,1,0,1,1,1,Medium,Mid Floor
flat,smart world gems,sector 89,1.1,9973.0,2,2,2,New Property,1226.0,0,0,1,0,0,0,Medium,Mid Floor
flat,shapoorji pallonji joyville gurugram,sector 102,1.6,11696.0,2,2,3,Moderately Old,1368.0,0,0,0,0,0,0,Low,High Floor
house,independent,sector 26,7.0,39260.0,5,5,2,Relatively New,1783.0,0,1,0,0,0,0,Low,Mid Floor
flat,microtek greenburg,sector 86,1.3,15294.0,2,3,3,Relatively New,944.0,1,0,0,0,0,1,Medium,Mid Floor
flat,bestech park view residency,sector 2,1.59,8281.0,3,4,3+,Moderately Old,1738.0,0,1,0,0,0,0,High,High Floor
flat,godrej nature plus,sector 33,1.08,13123.0,2,2,3,Under Construction,85.0,0,0,0,0,0,0,Medium,High Floor
flat,adani brahma samsara vilasa,sector 63,3.25,29545.0,3,3,3,New Property,2700.0,0,0,0,0,1,0,Medium,Mid Floor
house,independent,sector 3,0.9,8929.0,3,3,0,Moderately Old,112.0,0,0,0,0,0,0,Low,Low Floor
flat,godrej oasis,sector 88a,1.15,9854.0,2,2,1,New Property,120.0,1,0,0,0,0,0,Medium,High Floor
flat,smart world orchard,sector 61,1.47,12783.0,2,2,2,Under Construction,1278.0,1,0,0,0,0,0,Low,Mid Floor
flat,bestech park view grand spa,sector 81,2.2,8271.0,3,4,3+,Relatively New,2481.0,0,1,0,0,0,1,High,High Floor
flat,godrej nature plus,sector 33,1.31,15976.0,2,2,2,Under Construction,85.0,0,0,0,0,0,0,High,Mid Floor
flat,satya the hermitage,sector 103,0.89,6138.0,2,3,3,Relatively New,1257.0,0,1,0,0,0,1,Medium,Low Floor
house,dlf city plots phase 3,sector 24,1.44,2963.0,4,2,2,Old Property,540.0,0,0,0,0,0,0,Low,Low Floor
house,independent,sector 108,1.34,5000.0,1,1,0,Relatively New,2680.0,0,0,0,0,0,0,Low,Low Floor
house,independent,sector 7,0.53,5889.0,2,2,0,Old Property,900.0,0,0,0,0,0,0,Low,Low Floor
flat,conscient heritage max,sector 102,1.82,9010.0,3,4,3+,Relatively New,1757.0,0,1,0,0,0,0,High,High Floor
flat,supertech hues,sector 68,0.8,6780.0,2,2,3+,New Property,1180.0,0,0,0,0,0,1,Low,High Floor
flat,guru gram haryana cghs,sector 56,1.39,8424.0,3,2,3,Old Property,1750.0,0,1,0,1,0,1,High,High Floor
flat,unitech fresco,sector 50,1.88,10479.0,3,3,3+,Moderately Old,1790.0,0,0,0,0,1,1,High,High Floor
flat,m3m heights,sector 65,2.79,14170.0,3,3,3,New Property,1969.0,0,0,0,0,0,0,Low,High Floor
flat,smart world orchard,sector 61,2.5,16139.0,3,3,1,Under Construction,1549.0,0,0,0,0,0,0,Medium,Low Floor
flat,cghs hewo apartments,sector 31,1.25,11574.0,2,2,2,Old Property,1200.0,0,0,0,0,0,0,Low,Low Floor
flat,signature global solera,sector 107,0.37,6752.0,2,2,1,Relatively New,496.0,0,0,0,0,0,0,Medium,High Floor
flat,breeze global heights,sector 33,0.4,6421.0,2,2,2,Under Construction,623.0,0,0,0,0,0,0,Low,Mid Floor
flat,hsiidc sidco aravali,manesar,0.9,3478.0,3,3,3,Old Property,1900.0,0,1,0,0,0,2,Low,Low Floor
flat,dlf regency park,sector 28,2.35,13225.0,3,3,2,Old Property,1608.0,0,1,0,0,0,0,High,High Floor
house,dlf city plots,sector 26,17.3,38737.0,6,7,3+,New Property,4518.0,1,1,1,1,0,1,High,Mid Floor
house,dlf city plots phase 2,sector 25,6.5,36111.0,5,5,3+,Old Property,1800.0,1,1,1,1,0,1,High,Mid Floor
flat,ansal maple heights,sector 43,1.5,12658.0,3,3,3+,Old Property,1385.0,0,0,1,0,0,1,High,High Floor
flat,orris aster court premier,sector 85,1.73,6758.0,4,5,3+,Relatively New,2017.0,0,1,0,0,0,0,Low,High Floor
flat,tata primanti,sector 72,5.0,11364.0,4,4,3+,New Property,4000.0,1,1,1,0,0,1,High,Low Floor
flat,tulip violet,sector 69,1.7,8458.0,4,4,2,Relatively New,1804.0,1,1,1,1,0,0,High,High Floor
flat,smart world orchard,sector 61,2.57,15767.0,3,3,2,Under Construction,1630.0,1,0,0,0,0,0,Low,Mid Floor
flat,ss the leaf,sector 85,2.2,5641.0,4,6,3,Relatively New,3920.0,0,1,0,0,0,0,High,High Floor
flat,dlf new town heights,sector 86,1.55,6579.0,4,4,3+,Moderately Old,2038.0,0,1,0,1,0,1,High,High Floor
flat,sidhartha ncr one phase,sector 95,0.6,4800.0,2,2,3,New Property,1250.0,0,0,0,0,0,0,Low,High Floor
flat,aipl the peaceful homes,sector 70a,2.55,11860.0,3,3,3,New Property,2000.0,0,1,0,1,1,1,High,High Floor
flat,deepak minda,manesar,1.25,4715.0,3,3,3+,Moderately Old,2944.0,0,1,0,0,0,0,Medium,High Floor
flat,hero homes,sector 104,1.35,9568.0,3,2,2,New Property,1094.0,0,0,0,0,0,0,Medium,High Floor
flat,apna enclave,sector 3,0.58,6105.0,2,2,2,Old Property,900.0,0,0,0,0,0,0,Medium,Low Floor
flat,elan mercado,sector 80,0.85,12409.0,1,1,1,Relatively New,761.0,0,0,0,0,0,0,Medium,High Floor
flat,ambience creacions,sector 22,3.5,19444.0,3,4,3+,New Property,2000.0,0,1,0,0,0,1,Medium,High Floor
flat,parsvnath green ville,sector 48,1.42,8606.0,3,3,3,Moderately Old,1493.0,0,0,1,0,0,2,High,Low Floor
flat,tata primanti,sector 72,3.5,11427.0,4,5,3+,Relatively New,2625.0,0,1,0,0,1,0,Medium,High Floor
flat,godrej,sector 79,1.47,16261.0,2,2,3,New Property,93.0,1,0,0,0,0,0,High,High Floor
flat,eldeco accolade,sohna road,0.73,5775.0,2,2,3,Relatively New,978.0,0,0,0,1,0,0,Low,Mid Floor
house,independent,sector 25,4.45,32963.0,4,3,3+,Moderately Old,1350.0,0,0,1,0,0,0,Medium,Low Floor
house,independent,sector 103,2.25,6367.0,3,5,3+,Relatively New,3534.0,0,0,0,0,0,0,Low,High Floor
flat,tulip violet,sector 69,1.65,8871.0,3,3,2,Relatively New,1578.0,0,0,0,0,0,1,Medium,Low Floor
house,madan puri,sector 7,0.75,12500.0,3,5,3,Moderately Old,600.0,0,0,0,0,0,0,Low,Mid Floor
flat,supertech araville,sector 79,0.78,6023.0,2,2,3+,New Property,1172.0,0,0,0,0,1,0,Medium,Low Floor
flat,woodstock floors,sector 50,1.05,10628.0,2,2,2,Moderately Old,1098.0,0,0,0,0,0,0,Medium,Low Floor
flat,professors enclave cghs,sector 56,1.54,8324.0,3,3,2,Old Property,1920.0,0,1,0,1,0,1,High,High Floor
flat,the close north,sector 50,2.35,11768.0,3,3,3+,Moderately Old,1950.0,0,0,0,0,0,1,High,High Floor
flat,tulip violet,sector 69,1.85,9204.0,4,4,2,Relatively New,1819.0,0,0,0,0,0,1,High,High Floor
flat,pivotal devaan,sector 84,0.34,5832.0,2,2,1,Relatively New,533.0,0,0,1,0,0,0,Medium,Mid Floor
flat,rof ananda,sector 95,0.25,6579.0,1,1,1,New Property,344.0,0,0,0,0,0,0,Low,Mid Floor
flat,cancon enclave,sector 4,1.05,7778.0,3,2,2,New Property,1500.0,0,0,0,0,0,1,Low,Low Floor
house,unitech espace,sector 50,11.29,34846.0,5,5,3+,Moderately Old,3240.0,1,0,0,1,0,0,Low,Low Floor
house,raj villas,sector 52,8.0,25543.0,6,5,3+,Moderately Old,3132.0,0,0,0,0,0,0,Low,Mid Floor
flat,palam vihar society,sector 2,0.4,8602.0,1,1,1,Moderately Old,450.0,0,0,0,0,0,1,Medium,Mid Floor
flat,corona optus,sector 37,1.5,6361.0,3,4,3+,New Property,2134.0,0,1,0,0,1,0,Medium,High Floor
flat,paras dews,sector 106,1.5,6369.0,4,6,3+,Relatively New,1535.0,0,1,0,0,0,0,High,High Floor
house,independent,sector 5,3.5,14787.0,5,4,2,Old Property,2367.0,0,0,0,1,1,0,Medium,Low Floor
flat,surya vihar rwa,sector 21,1.3,6500.0,5,5,2,Old Property,2400.0,1,1,1,0,0,1,Medium,Low Floor
house,independent,sector 15,1.8,10000.0,4,3,1,Old Property,1800.0,0,0,0,0,0,0,Low,Low Floor
flat,pareena coban residences,sector 99,1.23,6159.0,3,5,3,Relatively New,1807.0,0,1,0,0,0,0,High,Mid Floor
flat,sare green parc,sector 92,0.85,6741.0,3,2,2,Relatively New,1261.0,0,0,0,0,0,0,Low,High Floor
flat,ambience creacions,sector 22,3.99,12913.0,3,5,3+,New Property,2796.0,0,1,0,0,0,2,High,Mid Floor
flat,pivotal devaan,sector 84,0.3,6667.0,1,1,1,New Property,500.0,0,0,0,0,0,1,Low,High Floor
flat,supertech araville,sector 79,0.83,5425.0,2,2,3,New Property,1700.0,1,0,0,0,0,2,Medium,Mid Floor
house,independent,sector 9,4.5,14286.0,9,9,3+,Relatively New,3150.0,1,0,0,1,1,1,Medium,Mid Floor
flat,pivotal devaan,sector 84,0.35,7246.0,2,2,2,Relatively New,537.0,0,0,0,0,0,0,Medium,Mid Floor
flat,ats marigold,sector 89,1.85,8605.0,3,3,3+,New Property,1946.0,0,1,0,0,0,0,Medium,High Floor
flat,smart world orchard,sector 61,1.6,13913.0,2,2,2,Under Construction,1278.0,0,0,0,0,0,0,Low,Mid Floor
flat,antriksh heights,sector 84,0.79,4580.0,3,3,3+,New Property,1561.0,0,0,0,0,0,0,Low,High Floor
flat,avl 36 gurgaon,sector 36,0.65,8953.0,2,2,2,Relatively New,657.0,0,0,0,0,0,0,High,High Floor
flat,ompee k s residency,sector 110,1.6,2993.0,2,2,2,Relatively New,73.0,0,0,0,0,0,0,Low,Low Floor
flat,ss the leaf,sector 85,2.0,11869.0,3,4,3,Relatively New,2026.0,0,1,0,0,0,0,High,Mid Floor
house,independent,sector 9,0.5,6083.0,3,2,1,Old Property,822.0,0,0,0,0,0,0,Low,Low Floor
flat,ats marigold,sector 89,1.5,8571.0,3,3,3,New Property,1944.0,0,0,0,0,1,0,Medium,Low Floor
flat,dlf new town heights,sector 90,1.51,6387.0,4,4,3+,Relatively New,2362.0,0,1,0,1,0,1,High,High Floor
flat,bestech park view grand spa,sector 81,2.25,8459.0,3,4,3+,Relatively New,2300.0,1,1,1,0,0,1,High,High Floor
flat,mapsko mount ville,sector 79,1.55,8540.0,3,4,3,Relatively New,1416.0,0,1,0,0,0,1,High,High Floor
flat,dlf new town heights,sector 91,1.65,6346.0,4,4,3+,Moderately Old,2139.0,0,1,0,0,0,0,Medium,High Floor
flat,m3m merlin,sector 67,3.5,14843.0,3,4,3+,Relatively New,2134.0,0,1,0,0,0,1,High,High Floor
house,project housing board colony,sector 28,2.58,17695.0,4,2,2,Relatively New,1458.0,0,0,0,0,0,0,Low,Low Floor
flat,ansal housing highland park,sector 103,1.1,6243.0,3,3,3+,New Property,1500.0,0,0,0,0,0,0,High,High Floor
flat,eden landmark,manesar,0.5,3846.0,2,2,0,Under Construction,1300.0,0,0,0,0,0,0,Low,High Floor
flat,ss the leaf,sector 85,1.05,6402.0,2,2,3,Relatively New,1484.0,0,0,0,0,0,0,Medium,High Floor
flat,pyramid urban,sector 67a,0.55,10516.0,2,2,2,Relatively New,581.0,0,0,0,0,0,0,Medium,Mid Floor
flat,shree vardhman flora,sector 90,0.7,5323.0,2,2,3,New Property,1350.0,1,0,0,0,0,0,Medium,High Floor
flat,vipul lavanya,sector 81,1.0,8000.0,2,2,2,Relatively New,1131.0,0,0,0,0,0,0,Low,High Floor
flat,sunischit apartments,sector 54,1.75,7955.0,3,4,3+,Moderately Old,1900.0,0,1,0,0,0,1,Medium,Mid Floor
flat,signature global park,sohna road,0.9,6254.0,3,3,3,Relatively New,1599.0,0,0,0,1,0,0,High,Mid Floor
flat,indiabulls centrum park,sector 103,1.01,8080.0,2,2,3,Relatively New,1338.0,0,0,1,0,0,1,High,Mid Floor
house,international city by sobha phase 2,sector 109,9.5,26389.0,5,5,3+,Relatively New,3600.0,1,1,1,1,0,0,High,Low Floor
house,independent,sector 28,9.0,27778.0,6,7,3+,Moderately Old,3240.0,1,1,1,1,0,0,Medium,Mid Floor
house,vatika signature villas,sector 82,3.2,14350.0,3,4,3,New Property,2160.0,1,1,1,1,0,0,Medium,Low Floor
flat,paras dews,sector 106,0.97,8818.0,2,2,3,New Property,1200.0,0,0,0,1,0,1,High,High Floor
house,vipul tatvam villa,sector 48,7.35,22812.0,4,5,2,Moderately Old,3222.0,1,1,1,1,0,1,High,Low Floor
flat,sare crescent parc,sector 92,0.82,5384.0,3,3,3+,Relatively New,1523.0,0,0,0,0,0,0,Low,High Floor
house,independent,sector 8,0.32,7111.0,2,3,1,Relatively New,450.0,0,0,0,0,0,0,Low,Low Floor
flat,dlf new town heights,sector 86,1.4,5942.0,4,4,3+,Relatively New,2132.0,0,1,0,1,0,0,Medium,High Floor
flat,tulip ivory,sector 70,2.35,9792.0,4,4,3+,Moderately Old,2667.0,0,1,0,0,0,0,High,High Floor
flat,central park flower valley,sector 33,3.3,13750.0,3,3,3,Under Construction,2667.0,1,1,1,1,0,0,Medium,Low Floor
flat,smart world orchard,sector 61,2.0,12912.0,3,3,2,New Property,1721.0,0,0,0,0,1,0,Medium,Mid Floor
flat,dlf the primus,sector 82a,2.7,10481.0,4,4,3+,Moderately Old,2576.0,0,1,0,0,0,0,Medium,High Floor
house,vatika signature villas,sector 82,5.0,15432.0,4,4,3+,Relatively New,3240.0,0,1,1,1,0,0,Low,Mid Floor
house,independent,sector 4,0.65,10317.0,1,1,1,Moderately Old,70.0,0,0,0,0,1,0,Low,Low Floor
flat,tata primanti,sector 72,3.4,15561.0,3,4,3+,Moderately Old,2185.0,0,1,0,0,0,0,Medium,High Floor
flat,puri diplomatic greens,sector 111,3.9,13000.0,4,5,3+,Relatively New,2996.0,0,1,0,0,0,2,High,High Floor
flat,emaar mgf the palm drive,sector 66,1.51,15130.0,2,2,2,Relatively New,1188.0,0,0,0,1,0,1,Medium,Mid Floor
flat,dlf the skycourt,sector 86,1.6,8294.0,3,3,1,Relatively New,1746.0,0,0,0,1,0,0,Medium,High Floor
flat,sare petioles,sector 92,1.25,6098.0,3,3,3,Under Construction,2278.0,0,1,0,0,0,0,Medium,High Floor
flat,trisara our homes 3,sohna road,0.4,6557.0,2,2,1,New Property,669.0,0,0,0,0,0,1,High,Low Floor
flat,imperia the esfera,sector 37,1.1,5405.0,3,4,3,Relatively New,1899.0,1,1,0,0,0,0,Medium,High Floor
flat,vatika city homes,sector 83,1.0,5747.0,3,3,2,Relatively New,1575.0,0,0,1,0,0,1,High,Low Floor
flat,godrej,sector 79,1.93,8532.0,3,4,3+,Relatively New,2047.0,0,1,0,0,0,0,High,Mid Floor
flat,ss the leaf,sector 85,1.05,6162.0,2,2,3+,Relatively New,1512.0,0,0,1,0,0,0,High,High Floor
flat,supertech hues,sector 68,0.82,6949.0,2,2,3+,Under Construction,1068.0,0,0,0,0,1,0,Medium,High Floor
flat,orris carnation residency,sector 85,0.55,5789.0,2,2,2,Relatively New,1050.0,0,0,0,0,1,0,High,Mid Floor
house,satya the hermitage,sector 103,3.15,6702.0,4,5,0,Relatively New,4700.0,0,0,0,0,0,0,Medium,High Floor
flat,emaar gurgaon greens,sector 102,1.6,9697.0,3,3,3,Relatively New,1315.0,0,0,0,0,0,0,Medium,High Floor
flat,unitech uniworld gardens,sector 47,2.4,11505.0,3,3,3+,Moderately Old,1888.0,0,1,0,0,0,1,High,High Floor
flat,shree vardhman flora,sector 90,1.3,5253.0,4,5,2,Relatively New,2134.0,1,1,0,0,0,0,High,High Floor
house,godrej meridien,sector 106,5.6,14000.0,5,4,3+,New Property,4000.0,1,1,1,1,0,0,High,High Floor
flat,bestech park view city,sector 48,1.8,10251.0,3,4,3,Moderately Old,1951.0,1,0,0,0,0,1,Medium,Mid Floor
flat,sbtl caladium,sector 109,1.68,6601.0,3,3,3+,Moderately Old,2303.0,0,1,0,0,0,0,High,High Floor
house,ss aaron ville,sector 49,6.75,15000.0,5,4,2,New Property,4500.0,0,0,0,0,1,0,Medium,Low Floor
flat,corona gracieux,sector 76,1.46,5499.0,4,6,3+,New Property,2398.0,0,1,0,0,0,0,Medium,High Floor
flat,umang monsoon breeze,sector 78,1.2,6494.0,3,3,2,Moderately Old,2045.0,0,0,0,1,0,2,Low,High Floor
flat,global hill view,sector 11,0.36,5150.0,2,2,0,Relatively New,699.0,0,0,0,0,0,0,Low,High Floor
flat,mvn athens,sohna road,0.25,5187.0,2,2,1,Relatively New,535.0,0,0,0,1,0,0,High,Low Floor
flat,housing apna enclave,sector 4,0.39,4105.0,2,2,1,Relatively New,950.0,0,0,0,0,0,0,Low,Low Floor
house,independent,sector 7,0.45,5000.0,3,2,0,Old Property,1000.0,0,0,0,0,0,0,Low,Low Floor
house,sushant lok 1 builder floors,sector 43,10.85,28841.0,8,8,3,Moderately Old,3762.0,1,1,1,1,0,2,High,Mid Floor
house,independent,sector 11,0.9,10000.0,7,4,3+,Moderately Old,900.0,0,0,0,0,0,0,Low,Mid Floor
flat,ss the leaf,sector 85,1.3,7927.0,2,2,2,New Property,1484.0,0,0,0,0,0,0,High,High Floor
flat,dlf new town heights,sector 90,2.0,7334.0,4,4,3+,Moderately Old,2468.0,0,1,0,0,1,0,Medium,High Floor
flat,tata primanti,sector 72,3.85,13253.0,4,5,3+,Relatively New,2629.0,0,1,0,0,0,1,High,High Floor
flat,signature global solera,sector 107,0.28,5726.0,2,2,2,Relatively New,543.0,0,0,0,0,0,0,Medium,High Floor
house,eldeco mansionz,sector 48,4.75,20299.0,7,7,3,Moderately Old,2340.0,1,0,0,0,0,1,Low,Low Floor
flat,sare crescent parc,sector 92,0.5,5000.0,2,2,2,Relatively New,905.0,0,0,0,0,1,0,Medium,Low Floor
flat,paras irene,sector 70a,1.3,9220.0,2,2,3,Moderately Old,1426.0,0,0,0,0,0,1,Medium,High Floor
flat,smart world gems,sector 89,1.2,8433.0,3,3,2,New Property,1581.0,0,0,0,0,0,0,Medium,Low Floor
flat,experion windchants,sector 112,2.5,13889.0,2,2,3,Relatively New,1939.03,1,0,0,1,0,1,High,High Floor
flat,vatika xpressions,sector 88,0.92,6815.0,2,2,3,New Property,1350.0,0,0,0,0,0,0,Low,Mid Floor
house,independent,sector 12,2.9,10741.0,7,7,3,Old Property,2700.0,0,0,0,0,0,0,Low,Low Floor
flat,m3m sierra 68,sector 68,1.25,10246.0,2,2,3,New Property,938.0,0,0,0,0,0,0,Medium,Mid Floor
flat,conscient heritage max,sector 102,2.1,9772.0,3,4,3+,Relatively New,1945.0,1,1,0,0,0,0,Medium,High Floor
house,independent,sector 23,5.65,17706.0,7,7,3+,Moderately Old,5000.0,0,1,0,1,0,0,Medium,Low Floor
flat,paras dews,sector 106,1.25,10656.0,3,4,3,Relatively New,1305.0,1,1,0,0,0,0,High,High Floor
flat,emaar gurgaon greens,sector 102,1.3,7879.0,3,3,3,Relatively New,1315.0,0,1,0,0,0,1,High,Mid Floor
flat,dlf new town heights,sector 90,1.2,6218.0,3,3,3+,Relatively New,1747.0,0,0,0,0,0,0,Medium,High Floor
flat,global hill view,sector 11,0.33,4269.0,2,2,0,Relatively New,761.0,0,0,0,0,0,0,Low,High Floor
flat,suncity vatsal valley,gwal pahari,1.38,9650.0,3,3,2,Relatively New,1294.0,0,0,0,0,0,1,High,Low Floor
flat,corona optus,sector 37,1.2,6916.0,3,4,3,Relatively New,1635.0,0,0,0,0,0,0,High,High Floor
flat,bestech park view residency,sector 2,1.55,8073.0,3,4,3+,Old Property,1738.0,0,1,0,0,0,0,Medium,Mid Floor
flat,ss the leaf,sector 85,1.04,8320.0,2,2,3,New Property,1550.0,0,0,0,0,1,0,High,High Floor
house,emaar mgf marbella,sector 66,11.0,33951.0,5,6,3+,New Property,3240.0,1,1,1,1,0,1,High,Low Floor
flat,ansal plaza,sector 2,1.0,10000.0,2,3,0,Moderately Old,1000.0,0,0,0,0,0,0,Low,Low Floor
flat,sonata group housing gh 24,manesar,1.65,5893.0,4,3,3,New Property,3111.0,0,1,0,0,0,0,Low,High Floor
flat,emaar imperial gardens,sector 102,1.91,9550.0,3,4,2,Relatively New,1587.0,1,1,0,0,0,1,High,High Floor
flat,hcbs sports ville,sector 2,0.35,4375.0,2,2,2,Relatively New,800.0,0,0,0,0,0,0,Medium,High Floor
house,bptp astaire gardens,sector 70a,6.5,27873.0,4,4,3+,New Property,2332.0,1,1,0,1,0,1,High,Low Floor
house,unitech deerwood chase,sector 50,8.45,26153.0,3,3,2,Old Property,3231.0,1,1,0,0,0,1,High,Low Floor
flat,paras dews,sector 106,1.4,6001.0,3,4,3+,Under Construction,1593.0,1,1,0,0,1,0,Medium,High Floor
flat,dlf regency park,sector 28,1.35,11739.0,2,2,2,Old Property,1120.0,0,0,1,0,0,0,Medium,High Floor
flat,piedmont taksila heights,sector 37,1.0,6506.0,3,3,3+,Relatively New,1708.0,0,0,0,0,0,1,Medium,High Floor
house,signature global city,sector 37d,1.27,8089.0,3,3,3,Under Construction,1570.0,0,0,0,1,0,0,High,Mid Floor
flat,suncity vatsal valley,gwal pahari,1.0,13333.0,2,2,2,New Property,833.0,0,0,0,0,0,1,Low,Mid Floor
flat,vatika lifestyle homes,sector 83,1.04,5699.0,3,2,2,Moderately Old,1500.0,0,0,0,0,0,0,High,Low Floor
flat,umang monsoon breeze,sector 78,0.95,5491.0,3,3,2,Relatively New,1730.0,0,0,0,0,0,1,Medium,High Floor
house,independent,sector 12,1.7,8000.0,5,5,3,Moderately Old,2000.0,0,0,0,1,1,0,Low,Mid Floor
flat,ireo victory valley,sector 67,3.15,12847.0,3,4,3+,Relatively New,2219.0,0,1,0,1,0,1,High,High Floor
flat,chintels paradiso,sector 109,1.97,7490.0,4,4,2,Relatively New,2380.0,0,1,0,1,0,0,Medium,High Floor
flat,m3m the marina,sector 68,1.32,8759.0,2,2,3,Relatively New,1364.0,1,0,0,0,0,0,High,High Floor
flat,bestech park view residency,sector 2,1.36,7645.0,3,3,3+,Moderately Old,1611.0,0,0,0,0,0,0,Medium,Mid Floor
flat,puri emerald bay,sector 104,1.58,9117.0,2,3,3,Relatively New,1538.0,0,1,0,0,0,0,High,High Floor
house,independent,sector 3,0.6,6000.0,1,1,0,Moderately Old,1000.0,0,0,0,0,0,0,Low,Low Floor
house,independent,sector 57,3.3,19097.0,4,4,2,Moderately Old,1728.0,0,0,1,0,0,1,Medium,Mid Floor
flat,vatika gurgaon,sector 83,0.87,6988.0,2,2,2,Moderately Old,1127.0,0,0,0,0,0,0,Medium,Mid Floor
flat,signature global synera,sector 81,0.4,6319.0,2,2,1,Relatively New,586.0,0,0,0,0,0,0,Low,High Floor
flat,m3m woodshire,sector 107,1.45,6141.0,3,4,3+,Relatively New,1900.0,0,1,0,0,0,0,Medium,High Floor
flat,paras dews,sector 106,1.34,9551.0,4,5,3+,Relatively New,1535.0,0,1,0,0,0,0,Medium,High Floor
flat,bestech park view ananda,sector 81,1.4,7735.0,3,3,3+,Relatively New,1475.0,0,0,0,0,0,0,High,High Floor
house,independent,sector 50,7.0,23333.0,4,4,2,Old Property,3400.0,0,1,0,0,0,0,High,Mid Floor
house,independent,sector 14,5.5,16975.0,5,4,2,Old Property,3240.0,1,0,0,0,0,0,Low,Low Floor
flat,m3m heights,sector 65,1.95,15997.0,2,2,3,Under Construction,1141.0,0,0,0,0,0,0,Medium,High Floor
flat,emaar gurgaon greens,sector 102,1.45,14174.0,3,3,3,Relatively New,1315.0,0,1,0,0,0,0,High,High Floor
flat,vasant appartments,sector 14,1.7,7391.0,5,5,2,Old Property,2556.0,1,0,1,1,0,2,Medium,Low Floor
house,dlf city plots phase 2,sector 25,6.5,33592.0,9,9,3+,Old Property,1935.0,1,1,1,1,0,1,High,Mid Floor
flat,tulip violet,sector 69,1.37,8676.0,3,3,1,Relatively New,1568.0,0,0,0,1,0,0,High,High Floor
house,independent,sector 25,16.0,26667.0,6,5,2,Relatively New,6000.0,0,0,0,0,0,0,Low,Mid Floor
flat,ashiana apartment,sector 23,0.16,2051.0,2,2,2,Moderately Old,706.0,0,0,0,0,0,0,Low,Low Floor
flat,indiabulls enigma,sector 110,4.49,11572.0,5,5,3+,Relatively New,3511.0,0,1,0,0,0,0,High,Mid Floor
flat,bestech park view residency,sector 2,0.98,6960.0,2,2,3,Moderately Old,1281.0,0,0,0,0,0,0,Medium,Low Floor
flat,ild grand,sector 37,0.66,5038.0,2,2,3+,Relatively New,1310.0,0,0,0,0,0,0,Medium,High Floor
flat,dlf new town heights,sector 90,1.8,6601.0,4,4,3+,Moderately Old,2468.0,0,0,0,0,0,0,Medium,High Floor
house,sushant lok 1 builder floors,sector 43,13.0,48148.0,3,3,3+,New Property,2700.0,0,0,0,1,0,1,Low,Mid Floor
house,international city by sobha phase 2,sector 109,12.5,26670.0,5,6,3,Relatively New,4500.0,1,1,1,1,0,0,Medium,Mid Floor
flat,apex our homes,sector 37,0.33,3568.0,2,2,1,Relatively New,850.0,0,0,0,0,0,1,High,Mid Floor
house,independent,sector 43,1.9,3909.0,3,3,3+,Old Property,60.0,0,0,0,0,0,2,Low,Mid Floor
house,independent,sector 57,8.31,24171.0,5,6,3+,Old Property,3438.0,1,1,1,1,0,0,Low,Mid Floor
flat,spaze privvy the address,sector 93,1.45,8033.0,3,4,2,Relatively New,1350.0,0,0,0,0,0,1,High,High Floor
flat,birla navya,sector 63a,3.3,15349.0,3,3,3,Under Construction,2150.0,0,1,0,0,0,0,Medium,Mid Floor
flat,signature global park,sohna road,0.54,6391.0,2,2,3,New Property,676.0,0,0,0,0,0,0,Medium,Mid Floor
flat,sare petioles,sector 92,1.3,6373.0,4,4,0,Relatively New,2040.0,0,0,0,0,0,0,Low,High Floor
flat,ramprasta awho,sector 95,0.92,5257.0,3,3,3+,New Property,1750.0,0,0,0,0,0,0,Low,High Floor
flat,afnhb jalvayu vihar,sector 30,1.3,10000.0,3,3,2,Old Property,1401.0,0,0,0,0,0,0,Low,Low Floor
flat,apna enclave,sector 3,0.5,7692.0,2,2,1,Old Property,722.0,0,0,0,0,0,1,Medium,Low Floor
house,independent,sector 25,4.35,32222.0,5,4,3,Old Property,1350.0,0,1,0,0,0,0,Medium,Mid Floor
flat,m3m golfestate,sector 65,5.3,24212.0,3,3,3,Moderately Old,2506.0,0,1,0,0,0,2,Medium,High Floor
