property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_category,floor_category
flat,godrej air,sector 85,1.35,13636.0,2,2,3,Under Construction,102.0,0,0,0,0,0,0,Medium,High Floor
flat,emaar palm gardens,sector 83,1.73,9105.0,3,3,3,Relatively New,1600.0,0,1,0,0,0,1,High,Mid Floor
house,eldeco mansionz,sector 48,6.0,22222.0,4,4,3+,Moderately Old,2700.0,0,1,0,0,0,0,Medium,Low Floor
flat,ats triumph,sector 104,2.78,8825.0,4,4,3+,Relatively New,2851.0,0,1,0,0,0,0,High,High Floor
house,4s aradhya homes,sector 67a,1.83,6778.0,4,4,2,New Property,2700.0,0,0,0,1,0,1,High,Mid Floor
house,dlf new town heights,sector 86,2.47,7719.0,4,4,3+,Moderately Old,2800.0,0,1,0,1,0,1,High,Low Floor
flat,mrg world ultimus,sector 90,0.5,6983.0,2,2,2,Under Construction,796.0,0,0,0,0,0,0,Low,Low Floor
flat,dlf regal gardens,sector 90,1.13,6647.0,3,3,3+,Relatively New,1566.0,0,0,0,0,1,0,Medium,High Floor
flat,bestech altura,sector 79,1.85,8605.0,3,3,3,New Property,1650.0,0,1,0,0,0,0,Medium,High Floor
flat,puri diplomatic greens,sector 111,5.25,11667.0,4,6,3+,Relatively New,4072.0,0,1,0,0,0,1,High,High Floor
flat,signature global orchard avenue,sector 93,0.85,14238.0,2,2,0,Relatively New,597.0,0,0,0,0,0,0,Low,High Floor
house,independent,sector 7,0.66,12000.0,3,1,1,Relatively New,550.0,0,0,0,0,1,0,Low,Mid Floor
flat,signature global park,sohna road,0.95,7851.0,3,2,3+,New Property,1210.0,0,0,0,0,0,0,Medium,Mid Floor
flat,signature global solera,sector 107,0.28,5833.0,2,2,2,Relatively New,543.0,0,0,0,0,0,0,Medium,High Floor
flat,m3m heights,sector 65,2.1,16653.0,2,2,3,New Property,1015.0,0,0,0,0,0,0,Low,High Floor
flat,bestech park view city,sector 48,2.65,10323.0,4,4,3+,Moderately Old,2134.0,1,1,0,0,0,1,High,High Floor
flat,signature global park,sohna road,0.79,7308.0,3,2,3+,Under Construction,978.0,0,0,0,0,0,0,High,Mid Floor
flat,ss the leaf,sector 85,1.98,8257.0,3,4,3,Relatively New,2399.0,0,0,1,0,0,0,High,High Floor
flat,m3m heights,sector 65,2.5,13602.0,3,3,3,Under Construction,1654.0,0,0,0,0,0,0,Medium,High Floor
flat,godrej summit,sector 104,1.2,8299.0,3,2,3+,Relatively New,1607.0,1,0,0,1,0,1,High,High Floor
flat,bptp freedom park life,sector 57,5.5,8983.0,5,6,3+,Moderately Old,5010.0,0,1,0,1,0,1,High,High Floor
flat,dlf new town heights,sector 91,1.8,7679.0,4,4,3+,Moderately Old,2604.0,0,1,0,1,0,0,Medium,High Floor
flat,la vida by tata housing,sector 113,2.78,10335.0,3,4,3+,Relatively New,2350.0,0,1,0,0,0,0,High,Mid Floor
flat,puri emerald bay,sector 104,2.65,15006.0,3,4,3,Relatively New,2090.0,0,1,0,0,0,1,High,High Floor
flat,dlf the ultima,sector 81,2.7,12802.0,3,3,3,Relatively New,2343.0,0,1,0,0,0,1,Medium,High Floor
flat,ats triumph,sector 104,1.83,7991.0,3,4,3+,Relatively New,2000.0,0,1,0,0,0,0,High,High Floor
house,signature global city 92,sector 92,0.75,7821.0,2,2,3,Relatively New,959.0,0,0,0,0,0,0,Medium,Low Floor
flat,adani aangan arcade,sector 89,0.5,7764.0,2,2,1,Relatively New,672.0,0,0,0,0,0,2,Medium,Mid Floor
flat,godrej nature plus,sector 33,1.2,12000.0,2,2,3+,Under Construction,1111.0,0,0,0,0,0,0,High,Mid Floor
flat,ramprastha skyz,sector 37d,1.2,6000.0,3,2,1,Under Construction,1900.0,0,1,0,0,1,0,Medium,High Floor
flat,emaar mgf the palm drive,sector 66,3.45,15682.0,3,4,3,Relatively New,2000.0,0,1,0,0,0,1,High,High Floor
flat,dlf the primus,sector 82a,2.2,10516.0,3,3,3+,Relatively New,1893.0,0,1,0,0,0,2,High,High Floor
flat,vatika the seven lamps,sector 82,0.85,5977.0,2,2,2,Relatively New,1294.0,1,0,0,0,0,0,High,High Floor
house,international city by sobha phase 2,sector 109,6.25,10035.0,5,7,3+,Relatively New,6228.0,1,1,1,1,0,0,High,Mid Floor
flat,alpha corp gurgaonone,sector 84,1.52,7904.0,3,4,3,Relatively New,1703.0,0,1,0,0,0,0,High,High Floor
flat,maruti kunj,sector 11,0.8,5161.0,3,2,0,Old Property,1403.0,0,0,0,0,0,0,Low,Low Floor
house,unitech espace,sector 50,7.45,34491.0,4,4,3,Old Property,4500.0,0,1,0,0,0,1,Medium,Mid Floor
flat,bestech park view grand spa,sector 81,2.4,9023.0,3,4,3+,New Property,2407.0,1,1,0,0,0,1,High,High Floor
flat,shapoorji pallonji joyville gurugram,sector 102,0.97,10601.0,2,2,2,New Property,747.0,0,0,0,0,0,0,Medium,High Floor
flat,shree vardhman flora,sector 90,1.0,5128.0,3,4,3,New Property,1765.0,0,1,0,0,0,0,High,High Floor
flat,shyam sadan,sector 5,0.55,6471.0,2,2,1,Relatively New,778.0,1,0,0,0,0,1,Medium,Mid Floor
flat,central park flower valley aqua front towers,sector 33,2.96,13871.0,4,4,3,New Property,2371.0,0,1,0,0,0,1,Low,Low Floor
flat,signature the roselia,sector 95,0.48,7164.0,2,2,2,Relatively New,744.0,0,0,0,0,0,0,Low,High Floor
flat,ss the leaf,sector 85,1.1,9565.0,2,2,3,Relatively New,1600.0,0,0,0,1,0,0,High,High Floor
house,independent,sector 17,1.52,19869.0,2,2,1,Old Property,105.0,0,0,0,0,0,0,Low,Low Floor
flat,ashiana mulberry,sohna road,0.74,6198.0,2,2,3+,New Property,1344.0,0,0,0,0,0,0,Medium,High Floor
flat,ss residency,sector 6,0.48,5333.0,3,2,2,Moderately Old,111.0,0,0,0,0,0,0,Medium,Low Floor
flat,godrej aria,sector 79,1.1,7774.0,2,2,3+,New Property,1223.0,0,0,0,0,0,1,Medium,Mid Floor
flat,breez global heights,sector 36,0.24,5825.0,1,1,1,New Property,458.0,0,0,0,0,0,1,Medium,High Floor
flat,signature andour heights,sector 71,0.65,10172.0,2,2,1,Relatively New,590.0,0,0,0,0,0,1,Low,High Floor
house,sushant lok 1 builder floors,sector 43,6.25,30728.0,7,7,3+,Moderately Old,2034.0,1,1,1,0,0,0,Medium,Mid Floor
flat,experion the heartsong,sector 108,0.98,13351.0,2,3,3,Relatively New,978.23,1,0,0,0,0,0,High,Mid Floor
flat,capital residences 360,sector 70a,1.64,8300.0,3,3,3+,New Property,1950.0,0,1,0,0,0,0,High,Mid Floor
flat,afnhb jalvayu vihar,sector 30,0.69,7271.0,2,2,1,Old Property,896.0,0,0,0,0,0,0,Medium,Mid Floor
flat,ireo the corridors,sector 67a,1.8,14658.0,3,3,3,New Property,1551.0,0,1,1,0,0,1,High,High Floor
flat,irwo westend towers,sector 47,0.65,12059.0,1,1,2,Old Property,599.0,0,0,0,0,0,0,Medium,Mid Floor
flat,shapoorji pallonji joyville gurugram,sector 102,2.15,12707.0,3,3,3,Relatively New,1690.0,0,0,0,0,0,1,Medium,High Floor
flat,tarc maceo,sector 91,0.95,5952.0,2,2,2,Relatively New,1186.0,0,0,0,0,0,0,Medium,High Floor
flat,vatika lifestyle homes,sector 83,1.05,7500.0,3,2,2,Moderately Old,1600.0,0,0,0,0,0,1,High,Low Floor
flat,m3m skycity,sector 65,2.1,16031.0,2,2,2,New Property,1186.0,0,0,0,0,0,0,High,High Floor
flat,breez global heights,sohna road,0.28,7143.0,1,1,1,New Property,443.0,0,0,0,0,0,2,Low,Mid Floor
flat,ss the leaf,sector 85,1.84,7641.0,3,4,3,Relatively New,2026.0,0,0,0,1,0,0,High,High Floor
house,independent,sector 4,1.25,8681.0,2,3,0,Moderately Old,160.0,0,0,0,0,0,0,Low,Low Floor
flat,bptp astaire gardens,sector 70a,1.25,8772.0,3,3,2,Relatively New,1300.0,0,0,0,0,1,0,Medium,Low Floor
flat,eldeco accolade,sohna road,1.14,6529.0,3,3,3+,Relatively New,1382.0,0,0,0,0,0,0,High,Mid Floor
flat,tulip violet,sector 69,1.7,10773.0,3,3,2,Relatively New,1428.0,0,0,0,1,0,0,Medium,Low Floor
flat,supertech araville,sector 79,1.35,9000.0,2,2,3,New Property,1350.0,1,0,0,0,1,1,High,High Floor
flat,parsvnath exotica,sector 53,5.0,17271.0,3,4,3+,Relatively New,2500.0,0,1,0,1,1,1,Medium,High Floor
house,dlf city plots,sector 26,18.0,39841.0,6,6,2,Old Property,4518.0,0,1,0,1,1,1,Medium,Mid Floor
flat,ss the leaf,sector 85,1.65,6852.0,3,4,3,New Property,2179.0,0,0,0,1,0,0,Low,High Floor
house,sai kripa floors 5,sector 11,0.9,11250.0,5,5,3,Relatively New,800.0,0,0,0,0,0,0,Low,Mid Floor
flat,shapoorji pallonji joyville gurugram,sector 102,2.03,11998.0,3,3,2,New Property,1337.0,0,0,0,0,0,0,Medium,Low Floor
flat,m3m latitude,sector 65,4.6,26791.0,3,3,3,New Property,1717.0,1,1,1,1,0,0,High,High Floor
house,independent,sector 9,3.4,12938.0,9,9,3,Moderately Old,2628.0,0,0,0,0,0,1,Medium,Mid Floor
house,independent,sector 40,2.1,23333.0,3,3,2,Moderately Old,900.0,0,0,0,0,1,1,Medium,Mid Floor
flat,central park resorts,sector 48,11.25,28266.0,4,5,3+,Relatively New,4422.0,0,1,0,1,0,0,Medium,Low Floor
house,independent,sector 25,7.3,12586.0,9,9,2,Relatively New,5800.0,0,1,1,0,0,1,High,Mid Floor
house,vipul tatvam villa,sector 48,22.0,26667.0,5,6,3,Moderately Old,8250.0,0,1,0,0,0,0,Medium,Mid Floor
flat,tulip white,sector 69,0.9,6787.0,3,2,3,Relatively New,1473.0,0,0,0,1,0,0,High,High Floor
flat,emaar gurgaon greens,sector 102,1.42,8606.0,3,3,3,Relatively New,1314.0,0,0,0,0,1,0,Medium,Mid Floor
house,bptp visionnaire,sector 70a,5.25,20115.0,5,4,3+,New Property,2610.0,0,1,0,0,0,1,Medium,Mid Floor
flat,dlf regency park,sector 28,2.25,14516.0,3,3,2,Old Property,1700.0,0,1,0,0,0,0,High,High Floor
flat,central park flower valley,sector 33,1.79,11251.0,3,3,3,Old Property,1619.0,0,0,0,0,0,0,Medium,Mid Floor
flat,tarc maceo,sector 91,1.5,6466.0,3,4,3+,Relatively New,1786.0,1,1,0,0,0,0,High,Mid Floor
flat,pivotal devaan,sector 84,0.35,6003.0,2,2,1,Relatively New,528.0,0,0,0,0,0,0,Medium,Mid Floor
flat,spaze privy,sector 72,1.9,9620.0,3,3,3,Relatively New,1975.0,0,0,0,0,0,0,Low,High Floor
flat,tulip violet,sector 69,1.6,10139.0,3,3,2,Relatively New,1428.0,0,0,0,1,0,0,Medium,Low Floor
flat,emaar mgf emerald floors premier,sector 65,2.35,14242.0,3,3,3,Relatively New,1833.0,1,1,0,0,0,1,High,Mid Floor
flat,emaar mgf emerald estate,sector 65,1.73,12401.0,3,3,3,Relatively New,1262.0,0,1,0,0,0,2,High,High Floor
flat,tulsiani easy in homes,sohna road,0.4,7921.0,2,2,3,Under Construction,561.0,0,0,0,0,0,0,Medium,High Floor
flat,bsf chs,gwal pahari,0.95,5938.0,3,3,3,Old Property,1778.0,0,0,0,0,0,0,Medium,High Floor
house,independent,sector 26,4.0,29630.0,4,4,3,Old Property,1350.0,0,0,1,0,0,0,Medium,Low Floor
flat,bestech park view grand spa,sector 81,2.35,8835.0,3,4,3+,Relatively New,2511.0,0,1,0,0,0,0,High,High Floor
house,independent,sector 45,7.35,29697.0,6,4,3+,Old Property,2475.0,1,1,1,1,0,1,Medium,Mid Floor
flat,tulip violet,sector 69,1.6,10139.0,3,3,2,Relatively New,1428.0,0,0,0,1,0,0,High,Low Floor
flat,kendriya vihar,sector 56,0.55,9016.0,1,2,1,Old Property,678.0,0,0,0,0,0,0,Medium,Low Floor
flat,dlf carlton estate,sector 43,2.0,14215.0,3,3,2,Moderately Old,1273.0,0,0,0,0,0,0,Medium,Mid Floor
flat,micasa sec 68,sohna road,1.5,12245.0,2,2,3,New Property,1361.0,0,0,0,0,0,0,Medium,High Floor
flat,emaar mgf the palm drive,sector 66,3.5,15902.0,3,3,2,Relatively New,2200.0,1,0,0,0,0,0,High,Mid Floor
flat,sare homes,sector 92,0.85,4786.0,4,4,3,Moderately Old,1607.0,0,0,0,0,0,0,Low,Mid Floor
house,independent,sector 50,13.2,27155.0,6,6,0,Moderately Old,4861.0,0,0,0,0,0,0,Low,Low Floor
flat,sector 78,sector 78,0.6,3692.0,2,2,0,Under Construction,1625.0,0,0,0,0,0,0,Low,Low Floor
flat,ss,sector 85,2.09,7432.0,4,4,3,Relatively New,2600.0,1,1,0,1,0,0,Medium,High Floor
flat,tulip violet,sector 69,1.9,9453.0,4,4,2,Relatively New,1743.0,0,0,1,0,0,0,High,High Floor
house,bestech park view aindependentda,sector 81,4.35,7937.0,4,4,3,Relatively New,5480.0,0,1,1,0,0,0,Medium,Low Floor
flat,pioneer park,sector 61,2.0,11765.0,3,3,3,Moderately Old,1538.0,0,0,0,0,0,1,Medium,High Floor
flat,mahindra aura,sector 110,2.25,9267.0,4,4,3+,Relatively New,2350.0,0,1,0,0,0,0,High,Low Floor
flat,dlf the ultima,sector 81,2.25,10553.0,3,3,3+,New Property,1929.0,0,1,0,0,0,2,High,High Floor
flat,emaar gurgaon greens,sector 102,1.49,9030.0,3,3,3,Relatively New,1315.0,0,0,0,0,0,1,High,High Floor
flat,umang winter hills,sector 77,0.8,5961.0,2,2,2,Relatively New,1163.0,0,0,0,0,0,1,Medium,High Floor
house,ansal sushant lok,sector 43,10.5,27911.0,4,4,2,Old Property,3762.0,0,1,0,0,0,0,Medium,Low Floor
flat,smart world one dxp,sector 113,3.45,13269.0,4,4,3,Under Construction,2353.0,1,1,0,0,0,1,High,High Floor
flat,dlf new town heights,sector 90,1.88,6894.0,4,4,3+,Relatively New,2726.0,0,1,0,1,0,0,High,High Floor
flat,mapsko royale ville,sector 82,1.12,6257.0,3,3,2,Relatively New,1588.0,0,0,0,1,0,1,Medium,High Floor
flat,capital residences 360,sector 70a,1.1,7586.0,2,2,2,Relatively New,1312.0,1,0,0,0,0,0,Medium,High Floor
flat,ss the leaf,sector 85,1.09,6663.0,2,2,3,Relatively New,1475.0,0,0,0,0,0,0,Medium,Mid Floor
flat,emaar palm gardens,sector 83,1.55,9012.0,3,3,3,Relatively New,1400.0,0,1,0,0,0,1,High,Mid Floor
flat,sare crescent parc,sector 92,0.71,4934.0,3,3,2,Relatively New,1596.0,0,0,0,0,0,0,Medium,High Floor
flat,m3m woodshire,sector 107,1.65,5961.0,4,5,3+,Relatively New,2505.0,0,1,0,0,0,0,Low,High Floor
flat,sare crescent parc,sector 92,0.66,4977.0,3,2,2,Relatively New,1473.0,0,0,0,0,0,2,Medium,High Floor
flat,corona gracieux,sector 76,0.75,5660.0,2,2,3,Relatively New,1199.0,0,0,0,0,0,1,Low,High Floor
flat,cghs airport apartment,sector 47,1.65,7857.0,3,3,3,Old Property,1906.0,0,0,0,0,1,1,High,Low Floor
flat,bptp terra,sector 37d,1.95,14444.0,4,3,3,Under Construction,1650.0,0,0,0,0,0,0,Medium,High Floor
flat,511 sarahah tower,sector 12,0.6,8333.0,2,2,1,New Property,800.0,0,0,0,1,0,2,Low,Low Floor
flat,mvn athens,sohna road,0.24,4211.0,2,2,1,Relatively New,516.0,0,0,0,0,0,0,Medium,High Floor
flat,shree vardhman flora,sector 90,0.86,6255.0,3,4,3,Relatively New,1525.0,0,1,0,0,0,1,Medium,Low Floor
flat,dlf the skycourt,sector 86,1.55,8031.0,3,3,1,Relatively New,1900.0,0,0,0,1,0,1,High,High Floor
flat,bestech park view sanskruti,sector 92,1.68,11053.0,3,4,3+,Relatively New,1804.0,0,1,0,0,0,1,High,High Floor
house,independent,sector 5,0.5,11111.0,5,3,3,Moderately Old,450.0,0,0,0,0,0,0,Low,Mid Floor
house,huda housing board colony,sector 31,4.6,31507.0,6,4,3+,Old Property,1460.0,0,0,0,0,1,0,Low,Mid Floor
flat,mapsko mount ville,sector 79,1.2,8054.0,3,3,3,Relatively New,1321.0,1,0,0,0,0,1,High,High Floor
flat,proxima tower,sector 37,0.6,4601.0,2,2,3,Under Construction,1180.0,1,0,0,1,0,0,Medium,Mid Floor
flat,la vida by tata housing,sector 113,2.45,11051.0,3,3,3+,Relatively New,1890.0,1,0,0,0,0,0,High,Mid Floor
flat,gls arawali homes,sohna road,0.35,7000.0,2,2,2,Relatively New,556.0,0,0,0,0,0,0,Low,Mid Floor
flat,m3m heights,sector 65,3.67,17990.0,3,3,2,Under Construction,2040.0,0,1,0,0,0,0,Medium,High Floor
flat,green court,sector 90,0.38,5507.0,2,2,1,Under Construction,767.0,0,0,0,0,0,0,Medium,High Floor
house,international city by sobha phase 2,sector 109,11.25,25000.0,7,5,3+,Relatively New,4500.0,1,1,0,1,0,0,Medium,Mid Floor
flat,ss,sector 85,1.98,8223.0,3,4,3,Relatively New,2300.0,0,0,0,0,0,0,Medium,High Floor
flat,raheja navodaya,sector 92,0.85,5407.0,3,3,0,Relatively New,1423.0,0,0,0,0,0,0,High,Low Floor
house,independent,sector 28,11.75,41315.0,4,5,3+,Relatively New,2844.0,1,1,1,0,0,1,Medium,Mid Floor
flat,ats tourmaline,sector 109,1.75,8140.0,3,4,3+,Relatively New,1797.0,0,1,0,0,0,0,High,High Floor
flat,orris aster court premier,sector 85,1.2,5660.0,3,4,2,Relatively New,1650.0,0,1,0,0,0,0,Low,High Floor
flat,paras dews,sector 106,1.13,6406.0,3,4,3+,Relatively New,1186.0,1,1,0,0,0,0,Medium,High Floor
house,vatika india next,sector 82,7.0,21605.0,4,4,3+,Relatively New,3900.0,0,1,0,0,0,2,High,Mid Floor
house,vipul tatvam villa,sector 48,18.5,26429.0,4,4,1,Moderately Old,7000.0,0,0,0,0,0,0,Low,Low Floor
house,independent,sector 4,0.61,11111.0,2,2,2,Moderately Old,61.0,0,0,0,0,1,0,Low,Low Floor
flat,sare green parc 2,sector 92,0.61,4837.0,3,2,2,Under Construction,1141.0,0,0,0,0,1,0,Low,High Floor
flat,dlf regal gardens,sector 90,1.26,7636.0,3,3,2,Relatively New,1650.0,0,0,0,0,1,0,Low,High Floor
flat,bhagwati sadan,sector 12,1.15,5750.0,3,4,2,Old Property,2000.0,1,1,0,0,1,1,Low,Low Floor
flat,dlf 76,sector 76,4.0,11429.0,4,4,2,Under Construction,3889.0,1,1,0,0,0,1,High,Mid Floor
flat,chintamani,sector 103,1.57,8509.0,3,3,3,Relatively New,1845.0,0,0,0,0,0,0,Low,Low Floor
flat,tulip violet,sector 69,1.31,8518.0,3,3,2,Relatively New,1392.0,0,0,0,1,0,1,High,High Floor
flat,experion the heartsong,sector 108,0.87,11853.0,2,3,3,Relatively New,978.23,0,1,0,0,0,1,High,Low Floor
house,independent,sector 11,1.2,4444.0,7,3,0,Moderately Old,300.0,0,0,0,0,0,0,Low,Mid Floor
flat,mapsko royale ville,sector 82,0.99,5531.0,3,4,2,New Property,1620.0,0,1,0,0,0,0,High,High Floor
flat,the rama apartment cghs,sector 43,2.5,10204.0,4,4,3+,Moderately Old,2722.0,0,1,0,0,0,0,Low,Mid Floor
flat,umang monsoon breeze,sector 78,0.8,4837.0,3,2,2,Moderately Old,1472.0,0,0,0,1,0,0,High,High Floor
flat,ats triumph,sector 104,2.62,8317.0,4,4,3+,Relatively New,2851.0,0,1,0,0,0,0,High,High Floor
flat,tata gurgaon gateway,sector 113,1.75,10442.0,2,2,2,Relatively New,1430.0,1,0,0,0,0,0,High,High Floor
flat,shree vardhman flora,sector 90,0.66,5077.0,2,2,3,Relatively New,1122.0,1,0,0,0,0,0,High,Mid Floor
flat,krisumi waterfall residences,sector 36,2.2,14875.0,2,2,2,New Property,1338.0,0,0,0,0,0,0,Low,High Floor
flat,m3m woodshire,sector 107,0.94,6881.0,2,2,3+,Moderately Old,1236.0,0,0,0,0,0,0,High,Low Floor
flat,oriental valley chs,sector 9,1.5,8108.0,4,3,3+,Moderately Old,2056.0,0,0,0,0,0,0,Medium,High Floor
house,vipul tatvam villa,sector 48,7.65,19125.0,4,4,3,Moderately Old,4000.0,1,1,0,0,1,0,Medium,Low Floor
flat,smart world orchard,sector 61,2.41,14785.0,3,3,3,New Property,1630.0,0,0,0,0,0,0,Medium,Low Floor
flat,hcbs sports ville,sohna road,0.2,4219.0,1,1,1,New Property,474.042156,0,0,0,0,0,0,Medium,Mid Floor
house,independent,sector 26,9.0,33333.0,5,5,2,Old Property,2700.0,1,1,1,1,0,2,High,Mid Floor
flat,bptp terra,sector 37d,1.98,9037.0,3,3,3+,New Property,1983.0,1,0,0,0,0,1,Medium,High Floor
house,independent,sector 26,23.0,25556.0,4,4,3+,Relatively New,9000.0,1,1,1,1,0,1,High,Low Floor
flat,bestech park view spa next,sector 67,3.32,12600.0,4,5,3+,Moderately Old,2385.0,0,1,0,0,0,1,High,High Floor
flat,vatika india next,sector 82,0.8,6426.0,2,2,3,Relatively New,1383.0,0,0,0,0,0,0,Low,High Floor
flat,smart world orchard,sector 61,2.3,14110.0,3,3,2,Under Construction,1475.0,1,0,0,0,0,0,Medium,Low Floor
flat,m3m soulitude,sector 89,1.33,16986.0,3,3,3,Under Construction,1423.0,1,0,0,0,0,0,High,Mid Floor
flat,ss the leaf,sector 85,2.7,7754.0,4,4,3+,New Property,3151.0,0,0,0,0,0,0,Low,High Floor
house,independent,sector 39,7.0,10000.0,10,11,3+,Relatively New,7000.0,0,0,0,1,0,2,Medium,Mid Floor
flat,ramprastha skyz,sector 37d,1.0,4943.0,3,5,3,Under Construction,1833.0,0,1,0,0,1,0,Low,High Floor
flat,godrej oasis,sector 88a,1.4,7568.0,3,3,3+,Relatively New,1674.0,0,0,0,0,0,1,Medium,Mid Floor
flat,unitech harmony,sector 50,2.6,9591.0,3,4,2,Relatively New,2700.0,0,1,0,0,1,1,High,High Floor
flat,pioneer araya,sector 62,8.35,19514.0,4,6,3,Relatively New,3872.0,0,1,0,1,0,0,High,High Floor
flat,conscient heritage max,sector 102,2.65,10376.0,4,5,3+,Moderately Old,2311.0,0,1,0,0,0,0,High,High Floor
flat,emaar mgf emerald floors premier,sector 65,3.5,17722.0,4,4,3,Relatively New,1975.0,0,1,0,0,0,1,High,Mid Floor
flat,m3m skywalk,sector 74,1.78,12500.0,2,2,3+,Relatively New,1582.0,0,0,0,0,0,0,Medium,High Floor
flat,mapsko mount ville,sector 79,1.2,8054.0,3,3,3,Relatively New,1348.0,0,0,0,0,0,1,Low,High Floor
flat,bestech park view sanskruti,sector 92,1.55,9688.0,3,3,3,Relatively New,1792.0,0,1,0,0,0,1,Medium,High Floor
house,independent,sector 24,2.6,24074.0,4,4,3+,Relatively New,1080.0,1,0,1,1,0,2,Low,Mid Floor
flat,city heights,sector 39,1.75,8750.0,3,4,3,Old Property,2222.0,0,1,0,0,0,2,Medium,Mid Floor
flat,mvn athens,sohna road,0.27,5895.0,2,2,1,Relatively New,508.0,0,0,0,0,0,1,Medium,Low Floor
house,independent,sector 46,4.25,23148.0,5,4,2,Moderately Old,1836.0,0,0,1,0,0,1,Medium,Mid Floor
flat,bptp terra,sector 37d,1.45,8007.0,3,3,3,Relatively New,1711.0,0,0,0,0,0,0,High,High Floor
flat,shree vardhman flora,sector 90,0.75,5769.0,2,2,3,Relatively New,1444.0,0,0,0,0,0,0,Medium,High Floor
flat,vatika independent floors,sector 82,1.45,8056.0,4,3,0,Relatively New,1800.0,0,0,0,0,0,0,Medium,Low Floor
flat,signature global park,sohna road,0.53,6295.0,2,2,2,Relatively New,939.0,0,0,0,1,0,0,High,Low Floor
flat,mapsko royale ville,sector 82,1.12,8000.0,3,4,2,Relatively New,1500.0,0,1,0,1,0,1,High,High Floor
flat,aipl the peaceful homes,sector 70a,2.3,10698.0,3,3,3,Relatively New,1946.0,0,0,1,0,0,1,High,Mid Floor
flat,sare homes,sector 92,1.12,5359.0,4,4,2,Relatively New,2322.0,0,1,0,0,0,0,Medium,High Floor
house,independent,sector 92,1.8,7627.0,4,5,0,Relatively New,2360.0,0,0,0,0,0,0,Low,High Floor
flat,dlf regal gardens,sector 90,1.17,6709.0,3,3,3,Relatively New,1630.0,0,0,0,0,0,1,High,High Floor
flat,pyramid elite,sector 86,0.45,7840.0,2,2,1,Under Construction,637.0,0,0,0,0,0,0,Low,High Floor
flat,signature global city 63a,sector 63a,2.0,12804.0,3,3,2,Under Construction,1540.0,0,0,0,0,0,0,Medium,Low Floor
flat,rof ananda,sector 95,0.26,6842.0,1,1,1,New Property,422.0,0,0,0,0,0,0,Medium,High Floor
house,vipul tatvam villa,sector 48,8.5,26235.0,4,6,3,Old Property,3240.0,0,1,0,1,1,0,Medium,Mid Floor
flat,tulip violet,sector 69,1.68,8358.0,4,4,2,Relatively New,1819.0,0,0,0,1,0,0,High,Low Floor
flat,signature global the millennia,sector 37d,0.65,10906.0,2,2,3,New Property,625.0,0,0,0,0,0,0,Medium,Low Floor
flat,ambience creacions,sector 22,2.55,13710.0,3,3,3,Relatively New,1860.0,0,0,0,0,0,2,Medium,Mid Floor
house,independent,sector 25,13.5,19286.0,9,9,0,Relatively New,7000.0,0,0,0,0,0,0,Low,Low Floor
flat,tulip violet,sector 69,1.7,8445.0,4,4,2,Relatively New,1819.0,0,0,0,0,0,0,High,High Floor
flat,mvn athens,sohna road,0.27,5895.0,2,2,1,Relatively New,509.0,0,0,0,0,1,1,Medium,Mid Floor
flat,parkwood westend,sector 92,0.7,5204.0,2,2,3,Under Construction,1217.0,1,0,0,0,0,0,Low,Mid Floor
flat,dlf the primus,sector 82a,2.55,11219.0,4,4,3+,Relatively New,2273.0,0,0,0,0,0,2,Medium,High Floor
house,independent,sector 38,3.5,20325.0,3,2,2,Moderately Old,1722.0,0,0,0,0,0,0,Low,Low Floor
house,independent,sector 4,0.7,6648.0,3,3,0,Moderately Old,117.0,0,0,0,0,0,0,Low,Low Floor
house,grover homes sec 4,sector 4,4.75,9374.0,5,5,1,Old Property,5067.0,1,1,0,1,0,1,Medium,Low Floor
house,independent,sector 24,11.0,28902.0,8,11,3+,Old Property,5000.0,1,1,0,1,1,1,Medium,Mid Floor
flat,signature global city,sector 37d,1.0,8163.0,3,3,3,Under Construction,1250.0,0,0,0,0,0,0,Medium,Mid Floor
flat,gls arawali homes,sohna road,0.3,5291.0,2,2,0,Relatively New,567.0,0,0,0,0,0,0,Low,High Floor
flat,indiabulls centrum park,sector 103,1.32,7788.0,3,3,3+,Relatively New,1300.0,1,0,0,0,0,0,Medium,High Floor
flat,sare crescent parc,sector 92,0.9,4259.0,4,5,3+,Relatively New,1805.0,0,1,0,0,0,0,Low,Mid Floor
flat,bestech park view ananda,sector 81,1.15,6928.0,3,2,3+,Relatively New,1463.0,1,0,0,0,0,1,High,High Floor
flat,m3m merlin,sector 67,3.32,14080.0,3,4,3,New Property,2016.0,0,1,0,0,0,1,High,High Floor
house,unitech uniworld resorts,sector 33,11.5,24573.0,5,6,3+,Relatively New,4680.0,0,1,0,0,0,0,Medium,Mid Floor
house,international city by sobha phase 2,sector 109,8.75,24306.0,5,5,3+,New Property,3600.0,1,1,1,1,0,1,High,Mid Floor
flat,mapsko mount ville,sector 79,1.25,8389.0,3,3,3,Relatively New,1058.0,1,0,0,0,0,1,High,High Floor
flat,m3m golfestate,sector 65,7.0,18182.0,3,3,2,Moderately Old,4278.0,0,0,1,0,0,0,Medium,High Floor
flat,assotech blith,sector 99,0.82,6007.0,2,2,3,New Property,1365.0,0,0,0,0,0,0,Medium,Low Floor
