PropertyName,PropertySubName,Link,TopFacilitiesStr
Orchid Island,dependent floor ,https://www.99acres.com/orchid-island-sector-51-gurgaon-npxid-r8010,"['Property Staff', 'Fountain', 'Power Back up Lift', 'Badminton Court', '24x7 Security', 'Club House', '24/7 Power Backup', 'Gated Community', '24/7 Water Supply']"
Ramprastha The Edge Towers, sector 37d,https://www.99acres.com/ramprastha-the-edge-towers-sector-37d-gurgaon-npxid-r159,"['Temple', 'Swimming Pool', 'Bar/Chill-Out Lounge', 'School', 'Restaurant', 'Sauna', 'Piped Gas', 'Spa', 'Squash Court']"
Pyramid Spring Valley, sohna,https://www.99acres.com/pyramid-spring-valley-sohna-gurgaon-npxid-r338595,"['Basketball Court', 'Badminton Court', 'Yoga/Meditation Area', 'Jogging Track', 'Rain Water Harvesting', '24/7 Power Backup', 'Landscape Garden', ""Children's Play Area"", 'Lift(s)']"
Bestech Park View Ananda, sector 81,https://www.99acres.com/bestech-park-view-ananda-sector-81-gurgaon-npxid-r6464,"['Swimming Pool', 'Visitors Parking', 'Restaurant', 'Terrace Garden', 'Piped Gas', 'Water Softener Plant', 'Skating Rink', 'Squash Court', 'Gazebo']"
Mapsko Casa Bella, sector 82,https://www.99acres.com/mapsko-casa-bella-sector-82-gurgaon-npxid-r158,"['Swimming Pool', 'Pergola', 'Sauna', 'Spa', 'Grocery Shop', 'Squash Court', 'Gazebo', 'Fountain', 'Shopping Centre']"
Mahindra Aura, sector 110 a,https://www.99acres.com/mahindra-aura-sector-110-a-gurgaon-npxid-r722,"['Swimming Pool', 'Golf Course', 'Pergola', 'Skating Rink', 'Fountain', 'Cricket Pitch', 'Sun Deck', 'Multipurpose Court', 'Amphitheatre']"
Godrej Air, sector 85,https://www.99acres.com/godrej-air-sector-85-gurgaon-npxid-r320141,"['Mini Theatre', 'Swimming Pool', 'Flower Garden', 'School', 'Terrace Garden', 'Pergola', 'Creche/Day care', 'Skating Rink', 'Grocery Shop']"
Conscient Habitat, sector 99a,https://www.99acres.com/conscient-habitat-sector-99a-gurgaon-npxid-r376695,"['Creche/Day care', 'Shopping Centre', 'Earthquake Resistant', 'Community Hall', 'Gated Community', 'Landscape Garden', ""Children's Play Area"", 'Lift(s)', 'Car Parking']"
Conscient Heritage Max, sector 102,https://www.99acres.com/conscient-heritage-max-sector-102-gurgaon-npxid-r4050,"['Swimming Pool', 'Football', 'Volley Ball Court', 'Card Room', 'Terrace Garden', 'Grocery Shop', 'Squash Court', 'Pool Table', 'Cafeteria']"
Vipul Belmonte, sector 53,https://www.99acres.com/vipul-belmonte-sector-53-gurgaon-npxid-r12228,"['Swimming Pool', 'ATM', 'Water Softener Plant', 'Grocery Shop', 'Wi-Fi Connectivity', 'Pool Table', 'Property Staff', 'Cafeteria', 'Billiards']"
Unitech The Residences, sector 33,https://www.99acres.com/unitech-the-residences-sector-33-gurgaon-npxid-r508,"['Manicured Garden', 'Swimming Pool', 'School', 'Shopping Centre', 'Lawn Tennis Court', 'Badminton Court', 'Jogging Track', 'Club House', '24/7 Power Backup']"
ILD Grand, sector 37c,https://www.99acres.com/ild-grand-sector-37c-gurgaon-npxid-r2362,"['Manicured Garden', 'Swimming Pool', 'School', 'Salon', 'Spa', 'Grocery Shop', 'Billiards', 'Lawn Tennis Court', 'Basketball Court']"
Signature Global Solera 2, sector 107,https://www.99acres.com/signature-global-solera-2-sector-107-gurgaon-npxid-r276621,"['Pergola', 'Creche/Day care', 'Amphitheatre', 'Community Hall', 'Badminton Court', 'Jogging Track', '24x7 Security', 'Club House', '24/7 Power Backup']"
Signature Global Solera, sector 107,https://www.99acres.com/signature-global-solera-sector-107-gurgaon-npxid-r84159,"['Jogging Track', '24/7 Power Backup', 'Gated Community', 'Gymnasium', '24/7 Water Supply', 'Landscape Garden', ""Children's Play Area"", 'Lift(s)', 'Car Parking']"
M3M Woodshire, sector 107,https://www.99acres.com/m3m-woodshire-sector-107-gurgaon-npxid-r5746,"['Swimming Pool', 'School', 'ATM', 'Aerobics Centre', 'Restaurant', 'Skating Rink', 'Theatre', 'Wi-Fi Connectivity', 'Pool Table']"
Vatika India Next Plots, sector 83,https://www.99acres.com/vatika-india-next-plots-sector-83-gurgaon-npxid-r144209,"['Swimming Pool', 'Medical Centre', 'Golf Course', 'School', 'Property Staff', 'Cafeteria', 'Multipurpose Court', 'Vastu Compliant', 'Rain Water Harvesting']"
MV Buildcon Precore City, sohna,https://www.99acres.com/mv-buildcon-precore-city-sohna-gurgaon-npxid-r24666,"['Multipurpose Court', '24/7 Power Backup', '24/7 Water Supply', 'Landscape Garden', ""Children's Play Area""]"
Lion Infra Green Valley, sector-35 sohna,https://www.99acres.com/lion-infra-green-valley-sector-35-sohna-gurgaon-npxid-r373089,"['Terrace Garden', 'Cricket Pitch', 'Amphitheatre', 'Badminton Court', 'Yoga/Meditation Area', 'Sewage Treatment Plant', 'Jogging Track', 'Rain Water Harvesting', '24x7 Security']"
Orchid Petals, sector 49,https://www.99acres.com/orchid-petals-sector-49-gurgaon-npxid-r12066,"['Swimming Pool', 'Volley Ball Court', 'Piped Gas', 'Water Softener Plant', 'Wi-Fi Connectivity', 'Property Staff', 'Shopping Centre', 'Lawn Tennis Court', 'Multipurpose Court']"
BPTP Mansions Park Prime, sector 66,https://www.99acres.com/bptp-mansions-park-prime-sector-66-gurgaon-npxid-r800,"['Swimming Pool', 'High Speed Elevators', 'Property Staff', 'Shopping Centre', 'Sun Deck', 'CCTV Camera Security', 'Jogging Track', '24x7 Security', 'Club House']"
Emaar MGF Palm Terraces, sector 66,https://www.99acres.com/emaar-mgf-palm-terraces-sector-66-gurgaon-npxid-r816,"['Swimming Pool', 'Golf Course', 'School', 'Restaurant', 'Terrace Garden', 'Waiting Lounge', 'Jacuzzi', 'Squash Court', 'Property Staff']"
Optimal ultra luxury builder floors,dependent floor ,https://www.99acres.com/optimal-ultra-luxury-builder-floors-south-city-1-gurgaon-npxid-r411007,"['Visitors Parking', 'Piped Gas', 'Gated Community', 'Landscape Garden', 'Maintenance Staff']"
Salcon The Verandas, sector 54,https://www.99acres.com/salcon-the-verandas-sector-54-gurgaon-npxid-r26644,"['Concierge Service', 'Swimming Pool', 'Bar/Chill-Out Lounge', 'Salon', 'Restaurant', 'Spa', 'Grocery Shop', 'Squash Court', 'Lawn Tennis Court']"
BPTP Park Generations, sector 37d,https://www.99acres.com/bptp-park-generations-sector-37d-gurgaon-npxid-r1243,"['Doctor on Call', 'Manicured Garden', 'Automated Car Wash', 'Clinic', 'Car wash area', 'Swimming Pool', 'Medical Centre', 'School', 'Volley Ball Court']"
Zara Aavaas, sector 104,https://www.99acres.com/zara-aavaas-sector-104-gurgaon-npxid-r170643,"['Swimming Pool', 'Reading Lounge', 'Card Room', 'Sauna', 'Steam Room', 'Cafeteria', 'Billiards', 'Shopping Centre', 'Basketball Court']"
Yashika 104, sector 104,https://www.99acres.com/yashika-104-sector-104-gurgaon-npxid-r393813,"['Wi-Fi Connectivity', 'Library', 'Cricket Pitch', 'Multipurpose Court', 'Community Hall', 'Yoga/Meditation Area', 'Gated Community', 'Gymnasium', ""Children's Play Area""]"
Breez Global Heights 89, sector 89,https://www.99acres.com/breez-global-heights-89-sector-89-gurgaon-npxid-r389823,"['Foosball', 'Flower Garden', 'Aerobics Centre', 'Card Room', 'Skating Rink', 'Pool Table', 'Fountain', 'Multipurpose Court', 'Power Back up Lift']"
Zara Rossa, sector 112,https://www.99acres.com/zara-rossa-sector-112-gurgaon-npxid-r268975,"['Multipurpose Court', 'Power Back up Lift', 'Community Hall', 'Basketball Court', 'Badminton Court', 'Rain Water Harvesting', '24x7 Security', 'Club House', '24/7 Power Backup']"
Alpha Corp GurgaonOne 84, sector 84,https://www.99acres.com/alpha-corp-gurgaonone-84-sector-84-gurgaon-npxid-r5096,"['Swimming Pool', 'Medical Centre', 'Flower Garden', 'Aerobics Centre', 'Squash Court', 'Gazebo', 'Property Staff', 'Billiards', 'Sun Deck']"
Krrish Florence Estate, sector 70,https://www.99acres.com/krrish-florence-estate-sector-70-gurgaon-npxid-r37698,"['Infinity Pool', 'Swimming Pool', 'Laundry', 'School', 'Property Staff', 'Shopping Centre', 'Lawn Tennis Court', 'Video Door Security', 'Multipurpose Court']"
Tulip Purple, sector 69,https://www.99acres.com/tulip-purple-sector-69-gurgaon-npxid-r37138,"['Bus Shelter', 'Swimming Pool', 'Lawn Tennis Court', '24/7 Power Backup', 'Gated Community', 'Gymnasium', '24/7 Water Supply', 'Landscape Garden', ""Children's Play Area""]"
Tulip Ivory, sector 70,https://www.99acres.com/tulip-ivory-sector-70-gurgaon-npxid-r35152,"['Bus Shelter', 'Swimming Pool', 'Business Lounge', 'High Speed Elevators', 'Billiards', 'Fountain', 'Sun Deck', 'Lawn Tennis Court', 'Multipurpose Court']"
Shree Vardhman City, sohna,https://www.99acres.com/shree-vardhman-city-sohna-gurgaon-npxid-r27370,"['Swimming Pool', 'Vastu Compliant', 'Rain Water Harvesting', 'Club House', '24/7 Power Backup', 'Gymnasium', ""Children's Play Area"", 'Lift(s)', 'Car Parking']"
Signature Global Prime, sector 63a,https://www.99acres.com/signature-global-prime-sector-63a-gurgaon-npxid-r344079,"['Swimming Pool', 'Volley Ball Court', 'Water Softener Plant', 'Creche/Day care', 'Gazebo', 'Fountain', 'Sun Deck', 'Lawn Tennis Court', 'Power Back up Lift']"
Antriksh Heights, sector 84,https://www.99acres.com/antriksh-heights-sector-84-gurgaon-npxid-r2190,"['Food Court', 'Swimming Pool', 'School', 'Sauna', 'Spa', 'Grocery Shop', 'Squash Court', 'Fountain', 'Lawn Tennis Court']"
BPTP Pedestal, sector 70a,https://www.99acres.com/bptp-pedestal-sector-70a-gurgaon-npxid-r25372,"['Manicured Garden', 'Swimming Pool', 'Business Lounge', 'Golf Course', 'Restaurant', 'Spa', 'Squash Court', 'Theatre', 'Billiards']"
Vatika Express City, sector 88a,https://www.99acres.com/vatika-express-city-sector-88a-gurgaon-npxid-r37160,"['Swimming Pool', 'ATM', 'Cafeteria', 'Library', 'Community Hall', 'Vastu Compliant', 'Badminton Court', 'Sewage Treatment Plant', 'Club House']"
Pegasus Atulyam 83, sector 83,https://www.99acres.com/pegasus-atulyam-83-sector-83-gurgaon-npxid-r403827,"['Badminton Court', '24x7 Security', ""Children's Play Area""]"
DLF The Summit, sector 54,https://www.99acres.com/dlf-the-summit-sector-54-gurgaon-npxid-r26556,"['Swimming Pool', 'Property Staff', 'Multipurpose Court', 'Power Back up Lift', 'Party Lawn', 'Community Hall', 'Basketball Court', 'Multipurpose Hall', 'Rain Water Harvesting']"
The Close South, nirvana country,https://www.99acres.com/the-close-south-nirvana-country-gurgaon-npxid-r11694,"['Swimming Pool', 'Business Lounge', 'Laundry', 'Conference room', 'RO System', 'ATM', 'Jacuzzi', 'Piped Gas', 'Steam Room']"
Emaar Mgf Palm Terraces Select, sector 66,https://www.99acres.com/emaar-mgf-palm-terraces-select-sector-66-gurgaon-npxid-r904,"['Bowling Alley', 'Swimming Pool', 'Bar/Chill-Out Lounge', 'Changing Area', 'Aerobics Centre', 'Jacuzzi', 'Billiards', 'Lawn Tennis Court', 'Party Lawn']"
Unitech Fresco, nirvana country,https://www.99acres.com/unitech-fresco-nirvana-country-gurgaon-npxid-r4,"['Swimming Pool', 'School', 'ATM', 'Piped Gas', 'Creche/Day care', 'Grocery Shop', 'Squash Court', 'Theatre', 'Wi-Fi Connectivity']"
Unitech Escape, nirvana country,https://www.99acres.com/unitech-escape-nirvana-country-gurgaon-npxid-r10624,"['Swimming Pool', 'Business Lounge', 'Jacuzzi', 'Squash Court', 'Wi-Fi Connectivity', 'Property Staff', 'Banquet Hall', 'Lawn Tennis Court', 'Video Door Security']"
Unitech Harmony, nirvana country,https://www.99acres.com/unitech-harmony-nirvana-country-gurgaon-npxid-r7,"['Swimming Pool', 'Creche/Day care', 'Squash Court', 'Property Staff', 'Shopping Centre', 'Lawn Tennis Court', 'Video Door Security', 'Toddler Pool', 'Party Lawn']"
Vatika The Seven Lamps, sector 82,https://www.99acres.com/vatika-the-seven-lamps-sector-82-gurgaon-npxid-r1135,"['Valet Parking', 'Swimming Pool', 'School', 'Visitors Parking', 'Skating Rink', 'Theatre', 'Property Staff', 'Shopping Centre', 'Sun Deck']"
BPTP Freedom Park Life, sector 57,https://www.99acres.com/bptp-freedom-park-life-sector-57-gurgaon-npxid-r375,"['Swimming Pool', 'School', 'Jacuzzi', 'Shopping Centre', 'Multipurpose Court', 'Community Hall', '24x7 Security', 'Club House', '24/7 Power Backup']"
DLF New Town Heights, sector 91,https://www.99acres.com/dlf-new-town-heights-sector-91-gurgaon-npxid-r23702,"['Swimming Pool', 'Sauna', 'Piped Gas', 'Grocery Shop', 'Squash Court', 'Fountain', 'Lawn Tennis Court', 'Video Door Security', 'Earthquake Resistant']"
La Lagune, sector 54,https://www.99acres.com/la-lagune-sector-54-gurgaon-npxid-r12072,"['Swimming Pool', 'Bar/Chill-Out Lounge', 'Changing Area', 'RO System', 'Aerobics Centre', 'Card Room', 'Restaurant', 'High Speed Elevators', 'Waiting Lounge']"
M3M My Den, sector 67,https://www.99acres.com/m3m-my-den-sector-67-gurgaon-npxid-r324825,"['Food Court', 'Concierge Service', 'Infinity Pool', 'Swimming Pool', 'Football', 'Bar/Chill-Out Lounge', 'Business Lounge', 'Laundry', 'Reading Lounge']"
Suncity Avenue 102, sector 102,https://www.99acres.com/suncity-avenue-102-sector-102-gurgaon-npxid-r256209,"['Creche/Day care', 'Property Staff', 'Multipurpose Court', 'Community Hall', 'Multipurpose Hall', 'Gated Community', 'Landscape Garden', 'Lift(s)', 'Car Parking']"
DLF Princeton Estate, dlf phase 5,https://www.99acres.com/dlf-princeton-estate-dlf-phase-5-gurgaon-npxid-r11712,"['Swimming Pool', 'Medical Centre', 'Laundry', 'Salon', 'Grocery Shop', 'Property Staff', 'Shopping Centre', 'Table Tennis', 'Badminton Court']"
Pyramid Urban Homes 2, sector 86,https://www.99acres.com/pyramid-urban-homes-2-sector-86-gurgaon-npxid-r181113,"['Shopping Centre', 'Community Hall', '24x7 Security', 'Gated Community', 'Landscape Garden', 'Lift(s)', 'Car Parking']"
Satya The Hermitage, sector 103,https://www.99acres.com/satya-the-hermitage-sector-103-gurgaon-npxid-r7086,"['Bus Shelter', 'Swimming Pool', 'Business Lounge', 'Reading Lounge', 'Barbecue', 'Skating Rink', 'Fountain', 'Lawn Tennis Court', 'Amphitheatre']"
BPTP Spacio, sector 37d,https://www.99acres.com/bptp-spacio-sector-37d-gurgaon-npxid-r937,"['Swimming Pool', 'Card Room', 'Piped Gas', 'Pool Table', 'Sun Deck', 'Lawn Tennis Court', 'Multipurpose Court', 'Earthquake Resistant', 'Toddler Pool']"
SS The Coralwood, sector 84,https://www.99acres.com/ss-the-coralwood-sector-84-gurgaon-npxid-r2722,"['Swimming Pool', 'School', 'Solar Lighting', 'Aerobics Centre', 'Card Room', 'Solar Water Heating', 'Grocery Shop', 'Billiards', 'Fountain']"
