property_type,society,sector,price,built_up_area,price_per_sqft,bedRoom,bathroom,balcony,agePossession,study_room,servant_room,store_room,pooja_room,others,furnishing_type,luxury_category,floor_category
flat,Birla Navya,sector 59,7.25,1667.0,43491.3,3,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,Mid Floor
flat,,sector ,2.0,1300.0,15384.62,5,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,Low Floor
flat,Palam,sector 72,6.75,3350.0,20149.25,4,0,0,New Property,0,1,1,1,0,Semi-Furnished,High,Low Floor
flat,Golden,sector 72,1.85,1200.0,15416.67,2,0,0,New Property,0,0,0,0,0,Semi-Furnished,Low,Mid Floor
flat,Patel,sector 22,4.95,3090.0,16019.42,3,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,Low Floor
flat,Godrej Nature Plus,sector ,7.0,3000.0,23333.33,3,0,0,New Property,0,0,0,0,0,Unfurnished,High,Low Floor
flat,Krishna,sector 37,3.7,2623.0,14105.99,3,0,0,Old Property,0,0,0,0,0,Semi-Furnished,Medium,High Floor
flat,,sector ,4.25,4100.0,10365.85,4,0,0,New Property,0,0,0,0,0,Semi-Furnished,High,Low Floor
flat,Ansal Heights,sector 92,2.0,2090.0,9569.38,4,0,0,New Property,0,0,0,0,0,Unfurnished,High,High Floor
flat,Smartworld Edition,sector ,2.3,1530.0,15032.68,3,0,0,Old Property,0,0,0,0,0,Unfurnished,Medium,Mid Floor
flat,Maruti Kunj,sector 92,1.5,1523.0,9848.98,3,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,High Floor
flat,Dlf,sector 70,0.82,770.0,10649.35,2,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,High Floor
flat,,sector 106,6.1,3395.0,17967.6,4,0,0,Old Property,0,0,0,0,0,Unfurnished,High,High Floor
flat,Breez Global Hill View,sector 109,2.25,1806.0,12458.47,3,0,0,New Property,0,1,0,0,0,Unfurnished,High,High Floor
flat,Signature,sector ,7.71,2400.0,32125.0,4,0,0,New Property,0,0,0,0,0,Unfurnished,High,Mid Floor
flat,,sector 43,4.5,3200.0,14062.5,4,0,0,New Property,0,0,0,0,0,Semi-Furnished,High,High Floor
flat,,sector 111,3.5,2080.0,16826.92,3,0,0,Old Property,0,0,0,0,0,Unfurnished,Medium,High Floor
flat,Central Park Flower Valley Flam,sector 89,1.4,695.0,20143.88,2,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,Mid Floor
flat,M3M Woodshire,sector 89,1.85,1910.0,9685.86,4,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,High Floor
flat,Orris C Greenopolis,sector ,0.2,500.0,4000.0,1,0,0,New Property,0,0,0,0,0,Semi-Furnished,Low,Low Floor
flat,Sobha,sector 63,2.1,1187.0,17691.66,2,0,0,New Property,0,0,0,0,0,Semi-Furnished,Low,High Floor
flat,Unitech World Spa,sector 56,1.7,820.0,20731.71,2,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,High Floor
flat,Godrej Aria,sector 79,1.3,1295.0,10038.61,2,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,High Floor
flat,,sector 79,2.25,1557.0,14450.87,3,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,Low Floor
flat,Smartworld Orchard,sector 104,1.8,1500.0,12000.0,2,0,0,Under Construction,0,0,0,0,0,Semi-Furnished,Medium,High Floor
flat,,sector ,3.9,2040.0,19117.65,3,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,High Floor
flat,Rof Alante,sector 113,2.8,1124.0,24911.03,3,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,Mid Floor
flat,Sare Crescent Parc Petioles,sector 84,2.5,1918.0,13034.41,3,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,Low Floor
flat,Godrej Summit,sector 31,4.5,2312.0,19463.67,3,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,High Floor
flat,Godrej Vrikshya,sector 79,3.3,2366.0,13947.59,3,0,0,Under Construction,0,0,0,0,0,Semi-Furnished,Medium,High Floor
flat,,sector 36,0.7,609.0,11494.25,2,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,Mid Floor
flat,Perfect Buildwell Zara Aavaas,sector 89,2.08,1750.0,11885.71,3,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,High Floor
flat,Signature Park,sector 12,0.7,900.0,7777.78,2,0,0,New Property,0,0,0,0,0,Semi-Furnished,Low,Mid Floor
flat,Navraj Antalyas,sector ,1.25,1000.0,12500.0,3,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,Low Floor
flat,Puri Diplomatic,sector 33,1.8,1500.0,12000.0,3,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,High Floor
flat,Sidhartha Ncr One,sector ,6.0,2500.0,24000.0,2,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,Low Floor
flat,Ardee,sector ,2.0,1530.0,13071.9,3,0,0,Under Construction,0,0,0,0,0,Unfurnished,Medium,High Floor
flat,Elan Emperor,sector 4,0.7,750.0,9333.33,3,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,High Floor
flat,Signature Park,sector 67,7.25,4000.0,18125.0,5,0,0,New Property,0,0,0,0,0,Unfurnished,High,Low Floor
flat,Shree Vardhman Flora,sector 56,2.6,1950.0,13333.33,3,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,High Floor
flat,Smartworld Sky Arc,sector 93,2.5,1530.0,16339.87,3,0,0,Old Property,0,0,0,0,0,Unfurnished,Medium,Mid Floor
flat,Pyramid Urbana,sector 22,2.4,1398.0,17167.38,2,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,High Floor
flat,M3M Golf Hills,sector ,0.7,1377.0,5083.51,2,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,Low Floor
flat,Signature,sector 92,1.5,1184.0,12668.92,3,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,Low Floor
flat,Dlf Plot,sector 37,0.966,835.0,11568.86,2,0,0,New Property,0,0,0,0,0,Semi-Furnished,Low,Mid Floor
flat,Mapsko Mount Ville,sector 57,2.65,1400.0,18928.57,3,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,Low Floor
flat,Sushant Lok,sector 89,3.68,2300.0,16000.0,3,0,0,Old Property,0,0,0,0,0,Semi-Furnished,Medium,High Floor
flat,Emperium Premio,sector 103,1.61,1135.0,14185.02,3,3,3,New Property,0,1,0,0,0,Semi-Furnished,High,High Floor
flat,,sector 59,1.1,700.0,15714.29,2,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,High Floor
flat,Dlf Alameda,sector 82,1.15,1133.0,10150.04,2,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,Low Floor
flat,Hcbs Sports Ville,sector 59,8.5,3106.0,27366.39,3,0,0,New Property,0,0,0,0,0,Unfurnished,High,High Floor
flat,,sector 37,1.55,1150.0,13478.26,2,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,High Floor
flat,Sweta Central Park,sector 43,3.99,2300.0,17347.83,4,4,0,New Property,1,1,0,0,0,Semi-Furnished,High,Low Floor
flat,Paras Irene,sector 72,1.85,1200.0,15416.67,2,0,0,New Property,0,0,0,0,0,Semi-Furnished,Low,Mid Floor
flat,Godrej Frontier,sector 37,4.75,2623.0,18109.04,3,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,High Floor
flat,Antriksh Heights,sector 92,1.4,1100.0,12727.27,3,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,Mid Floor
flat,M3M Golf Hills,sector 33,1.2,1800.0,6666.67,3,0,0,Old Property,0,0,0,0,0,Unfurnished,Medium,High Floor
flat,Signature,sector 46,2.4,1150.0,20869.57,3,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,Low Floor
flat,Mayfield Garden,sector 76,4.15,2350.0,17659.57,3,0,0,Under Construction,0,0,0,0,0,Unfurnished,Medium,High Floor
flat,Kashish Manor,sector 35,0.8,745.0,10738.26,2,0,0,Under Construction,0,0,0,0,0,Unfurnished,Medium,High Floor
flat,,sector 4,0.25,560.0,4464.29,2,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,High Floor
flat,,sector 36,1.25,1081.0,11563.37,3,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,Low Floor
flat,Godrej Aristocrat,sector 52,6.75,1500.0,45000.0,3,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,Low Floor
flat,Bella Vista Central Park,sector 51,1.25,1450.0,8620.69,3,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,Low Floor
flat,Emaar Palm Drive Studios,sector 70,2.0,900.0,22222.22,3,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,Mid Floor
flat,Godrej Zenith,sector ,1.7,1000.0,17000.0,10,0,3+,New Property,0,0,0,0,0,Semi-Furnished,Medium,Low Floor
flat,Smartworld Gems,sector 63,6.2,2858.0,21693.49,3,0,0,Old Property,0,0,0,0,0,Unfurnished,High,High Floor
flat,Emaar Palm Garden,sector 89,1.85,1085.0,17050.69,2,0,0,Old Property,0,0,0,0,0,Unfurnished,Medium,High Floor
flat,Awho Sispal,sector 63,3.25,2200.0,14772.73,4,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,Low Floor
flat,Emaar Palm Hills,sector 105,0.48,950.0,5052.63,3,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,Mid Floor
flat,Godrej Nature Plus,sector ,1.2,1080.0,11111.11,3,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,Mid Floor
flat,Laburnum Victory,sector 31,5.5,3000.0,18333.33,5,0,0,New Property,0,0,0,0,0,Unfurnished,High,Low Floor
flat,Supertech Araville,sector 69,2.4,1578.0,15209.13,3,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,Mid Floor
flat,,sector 36,0.6,682.0,8797.65,1,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,Low Floor
flat,Dlf New Heights,sector 106,5.4,2700.0,20000.0,3,0,0,Under Construction,0,0,0,0,0,Semi-Furnished,Medium,Low Floor
flat,Emaar Palm Garden,sector ,0.38,523.0,7265.77,1,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,Mid Floor
flat,Smartworld Gems,sector 62,4.1,1260.0,32539.68,3,0,0,Under Construction,0,0,0,0,0,Unfurnished,Medium,High Floor
flat,Central Park Flower Valley,sector ,4.75,2930.0,16211.6,5,0,0,New Property,0,0,0,0,0,Unfurnished,High,Mid Floor
flat,M3M Antalya Hills I,sector 62,6.03,1765.0,34164.31,3,0,0,Under Construction,0,0,0,0,0,Semi-Furnished,Medium,High Floor
flat,,sector 79,2.0,1525.0,13114.75,3,0,0,Under Construction,0,0,0,0,0,Semi-Furnished,Medium,High Floor
flat,Serenas,sector 92,1.05,570.0,18421.05,2,0,0,Under Construction,0,0,0,0,0,Semi-Furnished,Low,High Floor
flat,M3M Antalya Hills,sector 59,5.0,1159.0,43140.64,3,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,Mid Floor
flat,Mapsko Casa Bella,sector 83,3.0,2400.0,12500.0,4,0,0,New Property,0,0,0,0,0,Unfurnished,High,High Floor
flat,Sobha,sector 113,4.3,2597.0,16557.57,4,0,0,Old Property,0,0,0,0,0,Unfurnished,High,High Floor
flat,Dlf,sector ,0.255,680.0,3750.0,2,0,2,New Property,0,0,0,0,0,Semi-Furnished,Medium,Low Floor
flat,Rajiv,sector ,0.8,532.0,15037.59,2,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,High Floor
flat,Chd Avenue,sector 4,0.7,645.0,10852.71,3,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,High Floor
flat,Ambience Creacions,sector 2,1.9,1730.0,10982.66,3,0,0,Under Construction,0,0,0,0,0,Semi-Furnished,Medium,High Floor
flat,Pocket H Palam,sector 93,2.5,1530.0,16339.87,3,0,0,Old Property,0,0,0,0,0,Semi-Furnished,Medium,Low Floor
flat,Signature De Luxe Dxp,sector ,5.5,2500.0,22000.0,4,0,0,New Property,0,0,0,0,0,Semi-Furnished,High,Low Floor
flat,Rosewood,sector 37,1.0,1695.0,5899.71,3,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,High Floor
flat,Gwal Pahari,sector 69,2.55,1100.0,23181.82,3,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,High Floor
flat,,sector 79,0.45,592.0,7601.35,2,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,High Floor
flat,Signature,sector 104,3.6,2450.0,14693.88,3,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,High Floor
flat,Pyramid Fusion,sector 36,1.25,1081.0,11563.37,3,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,Low Floor
flat,Elan Presidential,sector 70,1.89,1437.0,13152.4,3,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,High Floor
flat,Brisk Lumb,sector 70,2.2,1510.0,14569.54,2,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,Mid Floor
flat,Independent Dlf,sector 89,1.3,1196.0,10869.57,2,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,Mid Floor
flat,Lord Krishna,sector 37,1.7,1725.0,9855.07,3,0,0,Old Property,0,0,0,0,0,Semi-Furnished,Medium,Low Floor
flat,Smartworld Gems,sector ,1.7,1000.0,17000.0,10,0,3+,New Property,0,0,0,0,0,Semi-Furnished,Medium,Low Floor
flat,Orris C Greenopolis,sector 92,1.05,1010.0,10396.04,2,0,0,Under Construction,0,0,0,0,0,Semi-Furnished,Low,High Floor
flat,New Palam,sector 63,4.0,1700.0,23529.41,3,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,Low Floor
flat,Baani Center,sector 103,1.61,1135.0,14185.02,3,3,3,New Property,0,1,0,0,0,Semi-Furnished,High,High Floor
flat,Jalvayu Tower,sector 67,0.79,625.0,12640.0,2,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,High Floor
flat,Conscient Habitat,sector 30,5.3,2368.0,22381.76,3,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,High Floor
flat,Supertech Araville,sector 93,1.8,1496.0,12032.09,3,0,0,Under Construction,0,0,0,0,0,Semi-Furnished,Medium,High Floor
flat,M3M Antalya Hills I,sector 46,2.4,1150.0,20869.57,3,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,Low Floor
flat,Indiabulls Club,sector 92,1.15,959.0,11991.66,2,0,0,New Property,0,0,0,0,0,Semi-Furnished,Low,Mid Floor
flat,M3M Cosmopolitan,sector 57,2.65,1400.0,18928.57,3,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,Low Floor
flat,Tata La Vida,sector 43,3.99,2300.0,17347.83,4,4,0,New Property,1,1,0,0,0,Semi-Furnished,High,Low Floor
flat,Spaze Privy,sector 82,1.15,1133.0,10150.04,2,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,Low Floor
flat,Godrej,sector 1,1.76,1537.0,11450.88,4,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,Mid Floor
flat,Signature Sco,sector 103,2.3,1900.0,12105.26,3,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,High Floor
flat,Atsmarigold,sector 90,1.25,1352.0,9245.56,2,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,Mid Floor
flat,Ganpati Heights,sector 89,1.6,1550.0,10322.58,3,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,Mid Floor
flat,Ansal C,sector 102,2.6,1889.0,13763.9,3,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,High Floor
flat,Central Park,sector 95,0.69,669.0,10313.9,2,0,0,New Property,0,0,0,0,0,Semi-Furnished,Low,High Floor
flat,Dlf Plot,sector 46,7.45,2000.0,37250.0,3,0,0,Old Property,0,0,0,0,0,Semi-Furnished,Medium,High Floor
flat,Gls Arawali,sector 83,2.6,1900.0,13684.21,3,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,High Floor
flat,Ansal Api Esencia,sector 63,2.5,1470.0,17006.8,3,0,0,Old Property,0,0,0,0,0,Unfurnished,Medium,Low Floor
flat,Joy Kunj Apartment,sector 67,0.85,598.0,14214.05,2,0,0,New Property,0,0,0,0,0,Semi-Furnished,Low,High Floor
flat,Signature,sector 69,2.3,1200.0,19166.67,3,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,High Floor
flat,Ambience Creacions,sector 103,2.1,1991.0,10547.46,3,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,High Floor
flat,,sector 70,46.0,2525.0,182178.22,4,0,0,New Property,0,0,0,0,0,Semi-Furnished,High,Low Floor
flat,Signature,sector 77,2.3,1398.0,16452.07,3,0,0,New Property,0,0,0,0,0,Furnished,Medium,High Floor
flat,,sector ,1.35,644.0,20962.73,2,0,0,New Property,0,0,0,0,0,Semi-Furnished,Low,Low Floor
flat,,sector 77,1.95,1450.0,13448.28,3,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,Low Floor
flat,Godrej Zenith,sector 79,1.65,1325.0,12452.83,3,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,Mid Floor
flat,Indiabulls Centrum Park,sector 70,2.09,1000.0,20900.0,3,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,Low Floor
flat,,sector 67,7.25,4000.0,18125.0,5,0,0,New Property,0,0,0,0,0,Unfurnished,High,Low Floor
flat,Vatika Iris,sector ,3.25,2100.0,15476.19,4,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,Mid Floor
flat,,sector 70,3.2,1565.0,20447.28,3,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,Low Floor
flat,Imperia Esfera,sector 63,3.6,2300.0,15652.17,3,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,Low Floor
flat,Huda,sector 110,0.32,550.0,5818.18,2,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,Low Floor
flat,Chd Avenue,sector 33,1.8,996.0,18072.29,3,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,High Floor
flat,Signum D,sector 52,2.5,2386.0,10477.79,3,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,High Floor
flat,Sare Crescent Parc Petioles,sector 9,1.9,600.0,31666.67,2,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,Low Floor
flat,,sector 76,7.8,3577.0,21805.98,4,0,0,Under Construction,0,0,0,0,0,Semi-Furnished,High,High Floor
flat,Huda,sector 102,4.25,2110.0,20142.18,4,0,0,New Property,0,0,0,0,0,Unfurnished,High,High Floor
flat,Whitelandaspen One,sector 79,2.3,1584.0,14520.2,3,0,0,Old Property,0,0,0,0,0,Semi-Furnished,Medium,Low Floor
flat,Ganga Tathastu,sector 48,7.0,2000.0,35000.0,3,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,Mid Floor
flat,Gls Arawali,sector ,5.0,2600.0,19230.77,5,0,0,New Property,0,0,0,0,0,Unfurnished,High,Mid Floor
flat,Signature Park,sector 106,5.7,1692.0,33687.94,4,0,0,Under Construction,0,0,0,0,0,Semi-Furnished,Medium,High Floor
flat,Ardee,sector 33,1.69,1405.0,12028.47,2,0,0,Old Property,0,0,0,0,0,Semi-Furnished,Low,High Floor
flat,,sector ,1.41,1515.0,9306.93,3,0,0,Old Property,0,0,0,0,0,Semi-Furnished,Medium,Mid Floor
flat,Bptp Green Oaks,sector 84,2.3,1700.0,13529.41,3,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,Low Floor
flat,Saraswati Enclave,sector 112,15.5,7400.0,20945.95,5,0,0,New Property,0,0,0,0,0,Furnished,High,Low Floor
flat,Tarc Ishva,sector ,0.45,1000.0,4500.0,3,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,Mid Floor
flat,Godrej Zenith,sector ,4.0,2600.0,15384.62,4,0,0,New Property,0,0,0,0,0,Semi-Furnished,High,High Floor
flat,Anant Raj Plots,sector 110,2.4,1715.0,13994.17,2,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,High Floor
flat,Uphaar,sector 80,2.52,1600.0,15750.0,3,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,High Floor
flat,Signature Park,sector 63,2.19,1200.0,18250.0,3,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,Low Floor
flat,Rajendra Park,sector 81,1.3,1387.0,9372.75,3,0,0,Under Construction,0,0,0,0,0,Semi-Furnished,Medium,High Floor
flat,,sector 37,1.4,1379.0,10152.28,2,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,High Floor
flat,Tulip Violet,sector ,9.0,2850.0,31578.95,4,0,0,New Property,0,0,0,0,0,Unfurnished,High,Low Floor
flat,Pivotal Devaan,sector 81,0.7,568.0,12323.94,2,0,0,New Property,0,0,0,0,0,Semi-Furnished,Low,High Floor
flat,Elan Presidential,sector 36,4.1,1060.0,38679.25,3,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,Mid Floor
flat,Perfect Buildwell Zara Aavaas,sector 86,1.0,1360.0,7352.94,2,0,0,New Property,0,0,0,0,0,Semi-Furnished,Low,High Floor
flat,,sector 76,7.15,3300.0,21666.67,4,0,0,Under Construction,0,0,0,0,0,Unfurnished,High,High Floor
flat,Pilots Court,sector ,3.05,1516.0,20118.73,2,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,High Floor
flat,Elevate Reserve,sector 68,1.25,694.0,18011.53,2,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,Mid Floor
flat,Signature,sector 106,5.75,3074.0,18705.27,4,0,0,Under Construction,0,0,0,0,0,Semi-Furnished,High,High Floor
flat,Signature,sector 23,9.0,2500.0,36000.0,3,0,0,New Property,0,0,0,0,0,Unfurnished,High,Low Floor
flat,Conscient Elevate,sector ,7.7,1899.0,40547.66,4,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,High Floor
flat,Vatika,sector 70,1.59,1150.0,13826.09,2,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,High Floor
flat,Smartworld One Dxp,sector 36,1.08,900.0,12000.0,3,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,Low Floor
flat,Ashok,sector 14,7.0,2474.0,28294.26,4,0,0,New Property,0,0,0,0,0,Unfurnished,High,Low Floor
flat,Maruti Kunj,sector 67,2.35,1300.0,18076.92,2,2,2,New Property,0,0,0,0,0,Semi-Furnished,Medium,Mid Floor
flat,Ashiana Silver Crest,sector 13,0.45,936.0,4807.69,1,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,Low Floor
flat,,sector 92,1.85,1200.0,15416.67,3,0,0,Old Property,0,0,0,0,0,Semi-Furnished,Medium,Mid Floor
flat,Vk Greens,sector 52,2.45,1520.0,16118.42,4,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,Low Floor
flat,Lorven Ashiana Mulberry,sector 69,5.65,2690.0,21003.72,3,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,High Floor
flat,Signature,sector 37,1.3,1280.0,10156.25,2,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,Mid Floor
flat,Dlf,sector 81,2.05,1800.0,11388.89,4,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,High Floor
flat,Ramprastha Primera,sector 70,2.55,1512.0,16865.08,2,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,Mid Floor
flat,Tulip Violet,sector 49,4.9,1110.0,44144.14,3,0,0,Under Construction,0,0,0,0,0,Unfurnished,Medium,High Floor
flat,Supertech Basera,sector 79,1.7,1556.0,10925.45,3,0,0,Old Property,0,0,0,0,0,Semi-Furnished,Medium,Mid Floor
flat,Puri Emerald Bay,sector 79,2.06,1534.0,13428.94,3,0,0,Old Property,0,0,0,0,0,Unfurnished,Medium,Low Floor
flat,Signature Golf Greens,sector ,0.8,1572.0,5089.06,3,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,High Floor
flat,Signature Park,sector 95,0.65,645.0,10077.52,3,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,High Floor
flat,Tulip Orange,sector 92,2.0,1800.0,11111.11,4,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,High Floor
flat,Gpl Eden Heights,sector 89,1.26,1196.0,10535.12,2,0,0,New Property,0,0,0,0,0,Semi-Furnished,Low,Low Floor
flat,Smartworld Gems,sector 52,1.35,1325.0,10188.68,3,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,Low Floor
flat,Ramprastha Skyz,sector 85,2.7,1513.0,17845.34,4,0,0,New Property,0,1,0,0,0,Semi-Furnished,High,Low Floor
flat,Adani Aangan,sector 95,0.73,627.0,11642.74,2,0,0,New Property,0,0,0,0,0,Semi-Furnished,Low,Mid Floor
flat,Saraswati Enclave,sector 33,1.44,968.0,14876.03,2,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,High Floor
flat,Signature,sector 12,2.5,1435.0,17421.6,8,0,3+,New Property,0,0,0,0,0,Semi-Furnished,Medium,Low Floor
flat,Adani Samsara Vilasa,sector ,0.65,1000.0,6500.0,3,0,2,New Property,0,0,0,0,0,Unfurnished,Medium,Low Floor
flat,Indiabulls Centrum Park,sector 99,1.5,1365.0,10989.01,2,0,0,New Property,0,0,0,0,0,Semi-Furnished,Low,High Floor
flat,Shree Vardhman Mantra,sector 89,3.9,2211.0,17639.08,3,0,0,Old Property,0,0,0,0,0,Semi-Furnished,Medium,High Floor
flat,Unitech Uniworld,sector ,4.0,1740.0,22988.51,4,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,High Floor
flat,Signature,sector 49,3.5,2800.0,12500.0,4,0,0,New Property,0,0,0,0,0,Semi-Furnished,High,Low Floor
flat,,sector 86,2.25,1000.0,22500.0,3,0,0,New Property,0,0,0,0,0,Furnished,Medium,High Floor
flat,Huda,sector 4,0.7,750.0,9333.33,3,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,High Floor
flat,Signature,sector 47,3.5,1800.0,19444.44,4,0,0,New Property,0,0,0,0,0,Furnished,Medium,Mid Floor
flat,,sector 61,2.6,1595.0,16300.94,3,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,Low Floor
flat,Huda,sector 103,1.58,1481.0,10668.47,2,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,High Floor
flat,Vatika Iris,sector 89,1.7,1365.0,12454.21,3,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,Low Floor
flat,,sector 102,2.27,1750.0,12971.43,4,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,Low Floor
flat,Prasha Cghs,sector 89,1.35,1195.0,11297.07,2,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,Mid Floor
flat,Indiabulls Centrum Park,sector 92,0.55,1320.0,4166.67,2,2,3,New Property,0,0,0,0,0,Unfurnished,Medium,High Floor
flat,Shree Vardhman Flora,sector 106,3.25,2002.0,16233.77,3,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,Mid Floor
flat,M3M Soulitude,sector 37,0.72,596.0,12080.54,2,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,High Floor
flat,Adani Mk Oyster Grande,sector 56,2.6,1950.0,13333.33,3,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,High Floor
flat,Signature Roselia,sector 89,1.32,897.0,14715.72,2,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,Mid Floor
flat,Shapoorji Dualis,sector 104,1.35,1446.0,9336.1,3,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,High Floor
flat,Lotus Villas,sector 88,1.75,1463.0,11961.72,2,0,0,New Property,0,0,0,0,0,Semi-Furnished,Low,High Floor
flat,Sushant Lok,sector ,0.7,1377.0,5083.51,2,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,Low Floor
